,PM10 Cumulative Hazard Index PAC3
BLOCK 1050,1.5625710921075717e-21
BLOCK 1051,6.606607393897122e-18
BLOCK 1053,6.951957812133836e-18
BLOCK 1055,6.461732243433925e-36
BLOCK 1056,1.3317505233547586e-36
BLOCK 1057,1.175428810090558e-39
BLOCK 1058,7.896565497206405e-18
BLOCK 1059,6.015099921595236e-19
BLOCK 1060,1.7057748154938073e-25
BLOCK 1061,2.1499843628364573e-21
BLOCK 1062,7.319260875337134e-22
BLOCK 1063,1.1015102063295813e-19
BLOCK 1064,2.799247356522046e-19
BLOCK 1065,9.079430090674585e-25
BLOCK 1066,2.113484891490097e-25
BLOCK 1067,2.8051048523072237e-27
BLOCK 3039,2.2874965061993532e-23
BLOCK 3040,7.579841232654406e-24
BLOCK 3041,4.377684427314896e-24
BLOCK 3042,1.2417727418876891e-23
BLOCK 3043,2.4429911488392725e-23
BLOCK 3044,1.932771521166266e-24
BLOCK 3045,3.141876248274281e-26
BLOCK 3046,6.3381001803640206e-27
BLOCK 3047,1.02684034086739e-27
BLOCK 3048,4.7104173191327075e-24
BLOCK 3049,1.400511235404331e-22
BLOCK 3050,1.9126497116025905e-25
BLOCK 2059,7.32869734412875e-18
BLOCK 2060,9.740435882003302e-18
BLOCK 2061,3.4059380097710978e-18
BLOCK 2064,4.011188952892431e-18
BLOCK 2014,8.228849861257826e-19
BLOCK 2015,2.6790085528367886e-18
BLOCK 2016,4.486004119606462e-20
BLOCK 2017,2.458906420120878e-21
BLOCK 2018,4.907895123814326e-20
BLOCK 2019,3.910299812653989e-34
BLOCK 2020,2.980127877214561e-97
BLOCK 2021,6.334542624739965e-20
BLOCK 2022,3.1122349497024025e-21
BLOCK 2023,1.2135723643853151e-22
BLOCK 2024,1.085014406109917e-22
BLOCK 3001,7.565012757123028e-24
BLOCK 3002,8.747176971627288e-24
BLOCK 3003,2.5031635709901704e-24
BLOCK 3004,8.629848398369832e-25
BLOCK 3005,3.97568199688497e-24
BLOCK 3006,2.212437579233869e-24
BLOCK 3007,2.2758095534931952e-25
BLOCK 3008,1.625733375393405e-28
BLOCK 3009,4.766661561392072e-28
BLOCK 3018,2.453657331572313e-24
BLOCK 3019,1.450826370442494e-29
BLOCK 3020,1.4392518391080316e-27
BLOCK 3021,9.611817286172131e-27
BLOCK 3022,3.0427915223267134e-26
BLOCK 3023,1.6968579424633683e-25
BLOCK 3024,1.5451781325621437e-26
BLOCK 3029,8.444258650235261e-28
BLOCK 2030,1.6871251800529056e-23
BLOCK 3000,4.9342938091712e-24
BLOCK 3016,9.135123936872424e-25
BLOCK 3032,1.009264242354544e-34
BLOCK 3033,4.00256825648976e-40
BLOCK 3034,9.067829367419986e-27
BLOCK 3035,2.8559733181852473e-29
BLOCK 3036,8.374106191767164e-86
BLOCK 3037,7.988647043971772e-90
BLOCK 3038,1.3961039734360108e-20
BLOCK 4002,6.404579140438418e-30
BLOCK 4003,2.237912399860371e-23
BLOCK 4004,1.713567083507263e-23
BLOCK 4005,4.029440469733654e-33
BLOCK 4006,3.3684971463517666e-36
BLOCK 4007,9.295558993714081e-34
BLOCK 4008,7.368279253857742e-23
BLOCK 4009,2.5720714569485098e-23
BLOCK 4010,1.9027575376909657e-23
BLOCK 4011,7.443597423895018e-24
BLOCK 4012,1.0600075885994881e-23
BLOCK 4013,1.2146114163936225e-22
BLOCK 4014,3.1981210556734395e-23
BLOCK 4015,3.9683598993158885e-23
BLOCK 4016,1.119336372797549e-60
BLOCK 4017,2.334642213553978e-23
BLOCK 4018,3.551616873779522e-29
BLOCK 4019,5.0845229430814386e-23
BLOCK 4020,3.57524270437306e-24
BLOCK 4021,3.564521839803886e-24
BLOCK 4022,3.7050269467954205e-92
BLOCK 4023,4.2044634926708584e-22
BLOCK 4024,3.0607479291820083e-22
BLOCK 4025,1.1963962845853745e-22
BLOCK 4026,4.041714432075239e-23
BLOCK 4027,1.2000496248455363e-23
BLOCK 4028,2.0495041053294273e-23
BLOCK 4029,2.0161320901059422e-23
BLOCK 4030,1.0994264821131139e-22
BLOCK 4031,1.0701405303882893e-24
BLOCK 4032,2.141531102826492e-24
BLOCK 4033,3.532607558681035e-25
BLOCK 5000,8.718754136784215e-52
BLOCK 5001,9.42913960112763e-50
BLOCK 5002,8.861658236678418e-48
BLOCK 5003,4.076772678550967e-46
BLOCK 5004,1.3679966344374646e-43
BLOCK 5005,1.1009015804142222e-47
BLOCK 5006,2.5412870471468853e-47
BLOCK 5007,1.7293893793093026e-54
BLOCK 5008,7.472506660068797e-55
BLOCK 5009,1.1602573424459727e-52
BLOCK 5010,2.6072896415033772e-51
BLOCK 5011,3.2305785404834273e-49
BLOCK 5012,4.573045022817627e-47
BLOCK 5013,6.418072958533287e-48
BLOCK 5014,3.8422192063692493e-59
BLOCK 5015,2.30861006182216e-56
BLOCK 5016,5.539038403624735e-48
BLOCK 5017,4.125051574435409e-54
BLOCK 5018,4.405843196400021e-56
BLOCK 5019,2.2070041159740043e-53
BLOCK 5020,1.0302212113364908e-43
BLOCK 5021,1.17737483332989e-38
BLOCK 5022,1.524251260263796e-49
BLOCK 5023,8.37930683835412e-49
BLOCK 5024,1.0995640572453095e-55
BLOCK 5025,9.988859638519103e-72
BLOCK 5026,3.153835690417212e-46
BLOCK 5027,1.0959517776409354e-33
BLOCK 5028,2.096381951996708e-33
BLOCK 5029,4.240399703275234e-43
BLOCK 5032,3.207290101278516e-54
BLOCK 5033,4.8558629551959247e-39
BLOCK 5034,4.22128020329832e-31
BLOCK 5035,1.6902450688558487e-56
BLOCK 2063,1.0907116450621701e-19
BLOCK 4034,6.501767192622625e-25
BLOCK 4035,3.522691979129484e-24
BLOCK 4036,4.1380946892005945e-24
BLOCK 4037,8.909211382248901e-24
BLOCK 4038,1.1902030420694605e-23
BLOCK 4039,7.935451244868126e-23
BLOCK 4040,1.1967608155031497e-22
BLOCK 4041,4.244021239522155e-25
BLOCK 4042,1.3143495020763871e-24
BLOCK 4043,9.536941332174796e-26
BLOCK 4044,1.162387558868451e-25
BLOCK 4045,4.1285605545927977e-26
BLOCK 4046,2.3422023747331006e-25
BLOCK 4048,5.914029548879689e-26
BLOCK 4049,2.923703495409642e-26
BLOCK 4050,1.2116495981532063e-26
BLOCK 4051,5.528193707046019e-27
BLOCK 4052,2.2706561904399782e-26
BLOCK 4053,3.8895253852176225e-26
BLOCK 4054,8.259102750916847e-26
BLOCK 4055,6.931410921864773e-26
BLOCK 4056,8.75240158681249e-27
BLOCK 4058,1.8806565496979257e-26
BLOCK 4059,2.5940439764408056e-26
BLOCK 4061,1.677856919635354e-26
BLOCK 4062,1.7570129599826806e-26
BLOCK 2035,2.0728093192133415e-18
BLOCK 2037,1.1811310270012906e-18
BLOCK 2038,8.713762635954246e-19
BLOCK 2040,5.812382182913146e-20
BLOCK 2041,6.979222382058134e-18
BLOCK 2042,6.985319350470301e-18
BLOCK 2043,6.154635237677122e-18
BLOCK 2044,6.2336671888119365e-18
BLOCK 1045,2.729986329044073e-18
BLOCK 1047,4.078494863453179e-19
BLOCK 1041,7.484746933589917e-20
BLOCK 1042,7.992522677092358e-19
BLOCK 1043,1.8086816584024586e-18
BLOCK 1044,3.564790162879012e-18
BLOCK 1046,3.931607960137961e-18
BLOCK 2033,4.522876304575402e-18
BLOCK 2045,5.278746329452391e-18
BLOCK 2046,5.01553180545862e-18
BLOCK 2047,5.513868145413923e-18
BLOCK 2048,5.982072007025095e-18
BLOCK 2049,5.824709031013451e-18
BLOCK 2050,5.673484904394332e-18
BLOCK 2052,6.728785402184755e-18
BLOCK 2062,4.1777100944915966e-19
BLOCK 2031,9.855588631917277e-23
BLOCK 2032,2.8395032554762963e-22
BLOCK 2034,1.0927956096236951e-18
BLOCK 2036,1.5641480602987084e-18
BLOCK 2039,1.7200242704265118e-18
BLOCK 2053,6.385163702807691e-18
BLOCK 2057,4.145808862643506e-23
BLOCK 2058,4.561025833637619e-23
BLOCK 2065,5.294498561116149e-18
BLOCK 2066,5.0336520744387246e-18
BLOCK 2067,4.778190526388426e-19
BLOCK 4063,1.1393211447910754e-26
BLOCK 4064,4.7900381192023414e-27
BLOCK 4065,1.3231019059448218e-22
