,PM10 Cumulative Hazard Index PAC1
BLOCK 1061,2.687480453545571e-21
BLOCK 1062,9.14907609417142e-22
BLOCK 1063,1.3768877579119767e-19
BLOCK 1064,3.4990591956525565e-19
BLOCK 1065,1.134928761334323e-24
BLOCK 1066,2.6418561143626203e-25
BLOCK 1067,3.506381065384031e-27
BLOCK 3039,2.859370632749189e-23
BLOCK 3040,9.474801540818004e-24
BLOCK 3041,5.47210553414362e-24
BLOCK 3042,1.552215927359612e-23
BLOCK 3043,3.0537389360490903e-23
BLOCK 3044,2.4159644014578325e-24
BLOCK 3045,3.927345310342852e-26
BLOCK 3046,7.922625225455022e-27
BLOCK 3047,1.2835504260842375e-27
BLOCK 3048,5.888021648915887e-24
BLOCK 3049,1.750639044255414e-22
BLOCK 3050,2.390812139503238e-25
BLOCK 2059,9.160871680160936e-18
BLOCK 2060,1.2175544852504123e-17
BLOCK 2061,4.257422512213872e-18
BLOCK 2064,5.013986191115539e-18
BLOCK 2014,1.0286062326572288e-18
BLOCK 2015,3.3487606910459853e-18
BLOCK 2016,5.607505149508078e-20
BLOCK 2017,3.073633025151098e-21
BLOCK 2018,6.134868904767909e-20
BLOCK 2019,4.8878747658174855e-34
BLOCK 2020,3.7251598465182013e-97
BLOCK 2021,7.918178280924961e-20
BLOCK 2022,3.890293687128004e-21
BLOCK 2023,1.5169654554816446e-22
BLOCK 2024,1.3562680076373967e-22
BLOCK 3001,9.456265946403786e-24
BLOCK 3002,1.0933971214534112e-23
BLOCK 3003,3.1289544637377128e-24
BLOCK 3004,1.0787310497962293e-24
BLOCK 3005,4.969602496106215e-24
BLOCK 3006,2.765546974042336e-24
BLOCK 3007,2.844761941866495e-25
BLOCK 3008,2.032166719241756e-28
BLOCK 3009,5.958326951740091e-28
BLOCK 3018,3.0670716644653902e-24
BLOCK 3019,1.813532963053117e-29
BLOCK 3020,1.7990647988850396e-27
BLOCK 3021,1.2014771607715161e-26
BLOCK 3022,3.803489402908393e-26
BLOCK 3023,2.12107242807921e-25
BLOCK 3024,1.93147266570268e-26
BLOCK 3029,1.0555323312794076e-27
BLOCK 2030,2.1089064750661332e-23
BLOCK 3000,6.167867261463999e-24
BLOCK 3016,1.1418904921090524e-24
BLOCK 3032,1.2615803029431798e-34
BLOCK 3033,5.003210320612202e-40
BLOCK 3034,1.1334786709274983e-26
BLOCK 3035,3.56996664773156e-29
BLOCK 3036,1.0467632739708957e-85
BLOCK 3037,9.985808804964717e-90
BLOCK 3038,1.7451299667950143e-20
BLOCK 4002,8.005723925548023e-30
BLOCK 4003,2.797390499825464e-23
BLOCK 4004,2.1419588543840776e-23
BLOCK 4005,5.036800587167067e-33
BLOCK 4006,4.2106214329397085e-36
BLOCK 4007,1.1619448742142602e-33
BLOCK 4008,9.210349067322176e-23
BLOCK 4009,3.2150893211856367e-23
BLOCK 4010,2.3784469221137073e-23
BLOCK 4011,9.304496779868772e-24
BLOCK 4012,1.3250094857493603e-23
BLOCK 4013,1.5182642704920284e-22
BLOCK 4014,3.9976513195917985e-23
BLOCK 4015,4.960449874144861e-23
BLOCK 4016,1.3991704659969363e-60
BLOCK 4017,2.9183027669424725e-23
BLOCK 4018,4.439521092224402e-29
BLOCK 4019,6.355653678851797e-23
BLOCK 4020,4.4690533804663245e-24
BLOCK 4021,4.4556522997548576e-24
BLOCK 4022,4.631283683494275e-92
BLOCK 4023,5.255579365838572e-22
BLOCK 4024,3.825934911477509e-22
BLOCK 4025,1.4954953557317182e-22
BLOCK 4026,5.05214304009405e-23
BLOCK 4027,1.5000620310569205e-23
BLOCK 4028,2.5618801316617842e-23
BLOCK 4029,2.520165112632429e-23
BLOCK 4030,1.3742831026413923e-22
BLOCK 4031,1.337675662985362e-24
BLOCK 4032,2.6769138785331152e-24
BLOCK 4033,4.415759448351294e-25
BLOCK 5000,1.0898442670980268e-51
BLOCK 5001,1.1786424501409538e-49
BLOCK 5002,1.107707279584802e-47
BLOCK 5003,5.095965848188709e-46
BLOCK 5004,1.709995793046831e-43
BLOCK 5005,1.3761269755177779e-47
BLOCK 5006,3.1766088089336064e-47
BLOCK 5007,2.1617367241366284e-54
BLOCK 5008,9.340633325085998e-55
BLOCK 5009,1.4503216780574659e-52
BLOCK 5010,3.2591120518792213e-51
BLOCK 5011,4.038223175604284e-49
BLOCK 5012,5.716306278522034e-47
BLOCK 5013,8.022591198166608e-48
BLOCK 5014,4.8027740079615615e-59
BLOCK 5015,2.8857625772777004e-56
BLOCK 5016,6.923798004530919e-48
BLOCK 5017,5.1563144680442616e-54
BLOCK 5018,5.507303995500026e-56
BLOCK 5019,2.7587551449675053e-53
BLOCK 5020,1.2877765141706137e-43
BLOCK 5021,1.4717185416623624e-38
BLOCK 5022,1.9053140753297446e-49
BLOCK 5023,1.047413354794265e-48
BLOCK 5024,1.3744550715566368e-55
BLOCK 5025,1.2486074548148881e-71
BLOCK 5026,3.942294613021515e-46
BLOCK 5027,1.3699397220511693e-33
BLOCK 5028,2.620477439995884e-33
BLOCK 5029,5.300499629094043e-43
BLOCK 5032,4.0091126265981454e-54
BLOCK 5033,6.069828693994905e-39
BLOCK 5034,5.2766002541229005e-31
BLOCK 5035,2.1128063360698107e-56
BLOCK 2063,1.363389556327713e-19
BLOCK 4034,8.127208990778282e-25
BLOCK 4035,4.403364973911856e-24
BLOCK 4036,5.1726183615007405e-24
BLOCK 4037,1.113651422781112e-23
BLOCK 4038,1.4877538025868258e-23
BLOCK 4039,9.919314056085161e-23
BLOCK 4040,1.4959510193789375e-22
BLOCK 4041,5.305026549402693e-25
BLOCK 4042,1.642936877595484e-24
BLOCK 4043,1.1921176665218495e-25
BLOCK 4044,1.4529844485855637e-25
BLOCK 4045,5.1607006932409964e-26
BLOCK 4046,2.9277529684163754e-25
BLOCK 4048,7.392536936099609e-26
BLOCK 4049,3.65462936926205e-26
BLOCK 4050,1.514561997691508e-26
BLOCK 4051,6.910242133807526e-27
BLOCK 4052,2.8383202380499746e-26
BLOCK 4053,4.8619067315220274e-26
BLOCK 4054,1.0323878438646059e-25
BLOCK 4055,8.664263652330968e-26
BLOCK 4056,1.0940501983515608e-26
BLOCK 4058,2.3508206871224063e-26
BLOCK 4059,3.2425549705510076e-26
BLOCK 4061,2.0973211495441923e-26
BLOCK 4062,2.1962661999783505e-26
BLOCK 2035,2.5910116490166748e-18
BLOCK 2037,1.4764137837516123e-18
BLOCK 2038,1.08922032949428e-18
BLOCK 2040,7.265477728641431e-20
BLOCK 2041,8.72402797757268e-18
BLOCK 2042,8.731649188087877e-18
BLOCK 2043,7.693294047096402e-18
BLOCK 2044,7.792083986014913e-18
BLOCK 1045,3.412482911305091e-18
BLOCK 1047,5.098118579316477e-19
BLOCK 1041,9.35593366698739e-20
BLOCK 1042,9.990653346365462e-19
BLOCK 1043,2.260852073003071e-18
BLOCK 1044,4.4559877035987665e-18
BLOCK 1046,4.914509950172452e-18
BLOCK 2033,5.653595380719258e-18
BLOCK 2045,6.598432911815489e-18
BLOCK 2046,6.269414756823274e-18
BLOCK 2047,6.892335181767405e-18
BLOCK 2048,7.477590008781377e-18
BLOCK 2049,7.28088628876682e-18
BLOCK 2050,7.091856130492909e-18
BLOCK 2052,8.410981752730943e-18
BLOCK 2062,5.222137618114505e-19
BLOCK 2031,1.2319485789896593e-22
BLOCK 2032,3.5493790693453715e-22
BLOCK 2034,1.3659945120296189e-18
BLOCK 2036,1.955185075373386e-18
BLOCK 2039,2.150030338033139e-18
BLOCK 2053,7.981454628509619e-18
BLOCK 2057,5.1822610783043816e-23
BLOCK 2058,5.701282292047025e-23
BLOCK 2065,6.618123201395188e-18
BLOCK 2066,6.292065093048409e-18
BLOCK 2067,5.972738157985532e-19
BLOCK 4063,1.4241514309888443e-26
BLOCK 4064,5.987547649002927e-27
BLOCK 4065,1.653877382431027e-22
