,PM10 Cumulative Hazard Index PAC2
BLOCK 3043,7.757963546794874e-29
BLOCK 3044,3.265188053716799e-30
BLOCK 3045,2.872143176754924e-32
BLOCK 3046,4.845311228799395e-33
BLOCK 3047,1.553861252206303e-34
BLOCK 3048,1.7938606153096725e-29
BLOCK 3049,1.1076175333368924e-27
BLOCK 3050,3.4730127806279493e-31
BLOCK 2059,3.217827082202229e-21
BLOCK 2060,4.871159576985237e-21
BLOCK 2061,5.433392597024993e-22
BLOCK 2064,1.4020516218982268e-22
BLOCK 2014,5.773232347952499e-24
BLOCK 2015,4.657877425133815e-22
BLOCK 2016,1.7650507624318408e-28
BLOCK 2017,1.5131702862118158e-33
BLOCK 2018,2.9733939642105255e-30
BLOCK 2019,1.7698766298291015e-122
BLOCK 2020,0.0
BLOCK 2021,1.5543652261462404e-26
BLOCK 2022,3.2946919346818357e-38
BLOCK 2023,1.1063317733872446e-35
BLOCK 2024,2.407728118090859e-36
BLOCK 3001,2.436136772122381e-41
BLOCK 3002,1.6267287194840711e-41
BLOCK 3003,2.651829208900751e-43
BLOCK 3004,2.947120124093667e-46
BLOCK 3005,1.1280316583346935e-43
BLOCK 3006,1.4605673938742584e-44
BLOCK 3007,2.5390875214745335e-48
BLOCK 3008,1.1340764052496507e-60
BLOCK 3009,7.619842684801879e-59
BLOCK 3018,7.681580426690454e-42
BLOCK 3019,6.362416534610459e-62
BLOCK 3020,3.977461416577539e-54
BLOCK 3021,6.80522818380641e-51
BLOCK 3022,5.1464902719226426e-49
BLOCK 3023,2.0105551103729307e-46
BLOCK 3024,1.4321505405885838e-51
BLOCK 3029,1.0066063537749477e-55
BLOCK 2030,3.1666624583743384e-39
BLOCK 3000,8.910947821409081e-41
BLOCK 3016,2.2338827171857986e-43
BLOCK 3032,1.7775413933283174e-83
BLOCK 3033,1.675509801656741e-110
BLOCK 3034,1.917482835434507e-52
BLOCK 3035,1.1466010654703315e-62
BLOCK 3036,0.0
BLOCK 3037,0.0
BLOCK 3038,1.3081059484646164e-28
BLOCK 4002,3.163608874902261e-62
BLOCK 4003,3.119627073283143e-38
BLOCK 4004,1.2367883139774298e-38
BLOCK 4005,5.316794500874328e-57
BLOCK 4006,3.4116582922873e-58
BLOCK 4007,2.2676607994753152e-52
BLOCK 4008,2.1564253327804052e-36
BLOCK 4009,4.596847116740953e-38
BLOCK 4010,1.6372477157661558e-38
BLOCK 4011,5.408940421215767e-40
BLOCK 4012,1.7494905859384427e-39
BLOCK 4013,1.4133286427946362e-36
BLOCK 4014,7.031494365466628e-38
BLOCK 4015,1.7658830950269779e-37
BLOCK 4016,3.888514748725102e-206
BLOCK 4017,2.483749310294306e-38
BLOCK 4018,2.522677881215694e-47
BLOCK 4019,1.6173753427618225e-38
BLOCK 4020,3.1951834192229365e-41
BLOCK 4021,1.8352958783402236e-42
BLOCK 4022,0.0
BLOCK 4023,6.748712669092295e-36
BLOCK 4024,2.229009939779124e-36
BLOCK 4025,9.907352059040401e-38
BLOCK 4026,1.4215810491635271e-39
BLOCK 4027,1.554639346471561e-41
BLOCK 4028,1.0194442215038326e-40
BLOCK 4029,9.572694316481943e-41
BLOCK 4030,4.780523487823854e-38
BLOCK 4031,1.64473457417844e-45
BLOCK 4032,1.5579660071212885e-41
BLOCK 4033,2.728791046620849e-47
BLOCK 5000,3.8667995636570147e-166
BLOCK 5001,1.6916498737226688e-154
BLOCK 5002,1.0574563398259685e-143
BLOCK 5003,6.733409907339117e-135
BLOCK 5004,6.514884612669973e-122
BLOCK 5005,1.1958896885687345e-141
BLOCK 5006,2.338005276791674e-137
BLOCK 5007,3.335978082728144e-176
BLOCK 5008,1.552846141556662e-175
BLOCK 5009,6.220834173486863e-163
BLOCK 5010,1.2501731313928737e-153
BLOCK 5011,1.9944227503888885e-143
BLOCK 5012,7.497396323374736e-133
BLOCK 5013,9.151758396687995e-135
BLOCK 5014,1.0887138324138338e-169
BLOCK 5015,1.3732081368234077e-175
BLOCK 5016,1.5583646192440826e-128
BLOCK 5017,5.251678356838507e-166
BLOCK 5018,2.4418073096115279e-178
BLOCK 5019,1.9288595808949235e-164
BLOCK 5020,3.0774530865358696e-103
BLOCK 5021,1.6725054938050562e-83
BLOCK 5022,1.3284569459357163e-104
BLOCK 5023,2.9924000276100737e-112
BLOCK 5024,2.484884311475794e-144
BLOCK 5025,2.16267311503585e-232
BLOCK 5026,3.515197825705877e-117
BLOCK 5027,3.9852858983665314e-63
BLOCK 5028,1.3129667684368424e-52
BLOCK 5029,1.1490747119998085e-105
BLOCK 5032,9.969777723422477e-105
BLOCK 5033,7.975657880235651e-79
BLOCK 5034,9.286881072272774e-63
BLOCK 5035,3.5189089690623675e-171
BLOCK 2063,2.604143719138257e-25
BLOCK 4034,2.132493769726184e-42
BLOCK 4035,1.0925760972428049e-41
BLOCK 4036,3.6577934274083786e-42
BLOCK 4037,2.6301266408960155e-41
BLOCK 4038,6.612920164270101e-38
BLOCK 4039,2.125690045613929e-37
BLOCK 4040,2.589151830286357e-35
BLOCK 4041,3.827178908421826e-41
BLOCK 4042,2.3912058445370634e-38
BLOCK 4043,4.1323654994551074e-41
BLOCK 4044,3.8640023919904094e-44
BLOCK 4045,6.402658174442616e-47
BLOCK 4046,3.4960922841402137e-47
BLOCK 4048,4.682671253521896e-50
BLOCK 4049,2.7491380869482874e-51
BLOCK 4050,1.3104651746950836e-52
BLOCK 4051,1.2998997142788165e-50
BLOCK 4052,1.1556580686221726e-48
BLOCK 4053,4.415194509164381e-48
BLOCK 4054,8.090306582810797e-47
BLOCK 4055,1.9375677107308163e-46
BLOCK 4056,1.2092322629823e-44
BLOCK 4058,7.463685339139208e-47
BLOCK 4059,7.26756761680182e-47
BLOCK 4061,1.8426657038904318e-41
BLOCK 4062,3.805985370339295e-42
BLOCK 2035,1.4091094072740747e-22
BLOCK 2037,7.947354105058457e-24
BLOCK 2038,8.777709529495841e-25
BLOCK 2040,1.0216732094920838e-23
BLOCK 2041,5.951593237165883e-20
BLOCK 2042,6.66732508892978e-20
BLOCK 2043,9.740181630067789e-20
BLOCK 2044,1.079199353497002e-19
BLOCK 1045,5.1051927476117e-20
BLOCK 1047,6.233165674148447e-21
BLOCK 1041,2.752515947614545e-23
BLOCK 1042,3.3384766278810135e-21
BLOCK 1043,7.616808372593311e-21
BLOCK 1044,6.27161255562195e-20
BLOCK 1046,7.420264078675529e-20
BLOCK 2033,4.2434511639767125e-21
BLOCK 2045,8.93178815547291e-20
BLOCK 2046,8.93232550622151e-20
BLOCK 2047,1.0179438683751355e-19
BLOCK 2048,1.1421361121836117e-19
BLOCK 2049,1.177192340335146e-19
BLOCK 2050,1.2113876312922405e-19
BLOCK 2052,1.1111354003701276e-19
BLOCK 2062,6.533728623462722e-23
BLOCK 2031,2.680936700877693e-37
BLOCK 2032,8.233038941956325e-36
BLOCK 2034,1.616841593224067e-23
BLOCK 2036,1.7974594782925532e-23
BLOCK 2039,1.1763268470106e-21
BLOCK 2053,1.201401261306426e-19
BLOCK 2057,2.847816218376726e-37
BLOCK 2058,3.08142705190701e-38
BLOCK 2065,1.6522059900582988e-20
BLOCK 2066,2.8363179307487193e-20
BLOCK 2067,7.080482398321472e-25
BLOCK 4063,7.80099960921197e-43
BLOCK 4064,2.2799645846649924e-44
BLOCK 4065,2.2357092990053133e-35
