,butyl_acryl Cumulative Hazard Index PAC2
BLOCK 1067,1.0340744545027003e-06
BLOCK 3039,5.857889946475526e-06
BLOCK 3040,4.135533685069361e-06
BLOCK 3041,3.7303392363211395e-06
BLOCK 3042,4.6472128182999e-06
BLOCK 3043,5.521569457304125e-06
BLOCK 3044,3.3915332751543474e-06
BLOCK 3045,4.759384433118561e-06
BLOCK 3046,4.958826755495058e-06
BLOCK 3047,3.018372376021377e-06
BLOCK 3048,3.691080775322813e-06
BLOCK 3049,8.345048884466622e-06
BLOCK 3050,3.7160577590239597e-06
BLOCK 2059,5.032005878532234e-06
BLOCK 2060,7.352050810484182e-06
BLOCK 2061,2.5036062432977036e-06
BLOCK 2064,6.306435999559091e-06
BLOCK 2014,3.892084687664758e-06
BLOCK 2015,4.681229928538547e-06
BLOCK 2016,1.8080217296249913e-06
BLOCK 2017,2.1373251919958e-06
BLOCK 2018,5.462274352882754e-06
BLOCK 2019,1.1793134480171462e-05
BLOCK 2020,2.2312308802606027e-05
BLOCK 2021,3.828227087379743e-06
BLOCK 2022,1.609336128387832e-05
BLOCK 2023,6.522926716614288e-07
BLOCK 2024,2.9106521597756144e-07
BLOCK 3001,2.1339131286830167e-06
BLOCK 3002,2.271973536366115e-06
BLOCK 3003,2.7250949549041785e-06
BLOCK 3004,7.637841252608837e-06
BLOCK 3005,4.415947710665413e-06
BLOCK 3006,5.002390619030266e-06
BLOCK 3007,5.722555969055865e-06
BLOCK 3008,1.0154187029843027e-05
BLOCK 3009,1.0581664786136844e-05
BLOCK 3018,7.909006173349333e-07
BLOCK 3019,1.5157497351323398e-06
BLOCK 3020,3.656278802835524e-07
BLOCK 3021,3.153664663284759e-07
BLOCK 3022,2.96425717815778e-07
BLOCK 3023,3.33630716552956e-07
BLOCK 3024,1.1562988911943663e-06
BLOCK 3029,6.919605060747235e-07
BLOCK 2030,3.120914286573238e-07
BLOCK 3000,1.252373638692939e-06
BLOCK 3016,1.2574524692833974e-06
BLOCK 3032,1.1892471358523324e-06
BLOCK 3033,6.358843678826488e-06
BLOCK 3034,1.1718948094763335e-06
BLOCK 3035,2.1732221405488024e-06
BLOCK 3036,4.731265879032311e-07
BLOCK 3037,6.163733328871491e-07
BLOCK 3038,4.761438104193252e-06
BLOCK 4002,6.578011534545472e-07
BLOCK 4003,6.433091368832047e-07
BLOCK 4004,1.03463477308697e-06
BLOCK 4005,1.595512720370055e-14
BLOCK 4006,7.480469840214854e-19
BLOCK 4007,2.7458108208056224e-17
BLOCK 4008,1.5384127202707974e-07
BLOCK 4009,1.697530001119629e-07
BLOCK 4010,1.68520384143509e-07
BLOCK 4011,2.845979232547831e-07
BLOCK 4012,1.851170462168443e-07
BLOCK 4013,3.941475360053389e-07
BLOCK 4014,1.993329760281538e-07
BLOCK 4015,1.8437358231514864e-07
BLOCK 4016,3.1184205785450647e-08
BLOCK 4017,1.9545201254750909e-07
BLOCK 4018,3.056987979127097e-12
BLOCK 4019,7.4507569302574e-07
BLOCK 4020,2.0188724135139018e-07
BLOCK 4021,6.802559155398585e-07
BLOCK 4022,1.2932587260780303e-06
BLOCK 4023,1.1594207999901572e-06
BLOCK 4024,1.1676576888938812e-06
BLOCK 4025,1.0989419885209558e-06
BLOCK 4026,1.36435318366363e-06
BLOCK 4027,1.530000997053177e-06
BLOCK 4028,1.5335971550819811e-06
BLOCK 4029,1.5602088811651704e-06
BLOCK 4030,1.3487339600054325e-06
BLOCK 4031,1.9673280032410662e-06
BLOCK 4032,1.4195676205618287e-06
BLOCK 4033,2.155047461271361e-06
BLOCK 5000,2.2526066422666516e-07
BLOCK 5001,2.1919685809823564e-07
BLOCK 5002,2.317415294393254e-07
BLOCK 5003,2.417382454912565e-07
BLOCK 5004,2.3027128144539075e-07
BLOCK 5005,5.764970069017962e-08
BLOCK 5006,7.304006780868061e-09
BLOCK 5007,7.574698016228744e-09
BLOCK 5008,6.247502214185178e-09
BLOCK 5009,2.9027614105616088e-09
BLOCK 5010,1.4286993164961056e-09
BLOCK 5011,7.537333774395829e-10
BLOCK 5012,6.225592879757652e-10
BLOCK 5013,2.8453541553069357e-10
BLOCK 5014,1.118774388222368e-09
BLOCK 5015,5.735376425258225e-09
BLOCK 5016,8.810806857012739e-11
BLOCK 5017,3.386378988705182e-09
BLOCK 5018,7.505753682841889e-09
BLOCK 5019,3.0966280582751637e-09
BLOCK 5020,7.676027241142768e-13
BLOCK 5021,2.3927075182358037e-13
BLOCK 5022,9.659863903036109e-15
BLOCK 5023,4.662060225144075e-13
BLOCK 5024,6.871161620850896e-11
BLOCK 5025,5.6379180567545055e-09
BLOCK 5026,2.4974121105583117e-11
BLOCK 5027,1.4294587462684102e-07
BLOCK 5028,1.6542520614870573e-06
BLOCK 5029,4.531370029779882e-09
BLOCK 5032,1.2048716634825068e-16
BLOCK 5033,6.771994614851002e-16
BLOCK 5034,3.765800815317971e-08
BLOCK 5035,5.813046899524847e-09
BLOCK 2063,2.56855255067508e-06
BLOCK 4034,1.6607551056829094e-06
BLOCK 4035,1.3934474602036607e-06
BLOCK 4036,1.4461533873366586e-06
BLOCK 4037,1.2648690041885575e-06
BLOCK 4038,7.50211724078578e-07
BLOCK 4039,5.744709647530272e-07
BLOCK 4040,4.3863931586797824e-07
BLOCK 4041,1.500629898239702e-06
BLOCK 4042,9.64002113537836e-07
BLOCK 4043,1.603014397628759e-06
BLOCK 4044,2.0626913678471082e-06
BLOCK 4045,2.4177013057215e-06
BLOCK 4046,2.1972947795377015e-06
BLOCK 4048,2.0095567501141815e-06
BLOCK 4049,2.1914490185255713e-06
BLOCK 4050,2.048168230036566e-06
BLOCK 4051,2.7642776315700106e-06
BLOCK 4052,2.5541013137945913e-06
BLOCK 4053,2.467278911476805e-06
BLOCK 4054,2.3220965586217702e-06
BLOCK 4055,2.325067849685472e-06
BLOCK 4056,2.3772692822908443e-06
BLOCK 4058,2.5145790873687364e-06
BLOCK 4059,2.4745814217588787e-06
BLOCK 4061,1.7723005266740658e-06
BLOCK 4062,1.904205439967404e-06
BLOCK 2035,4.953303991884903e-06
BLOCK 2037,5.787242882575432e-06
BLOCK 2038,7.024137379899582e-06
BLOCK 2040,2.0453651888571286e-06
BLOCK 2041,3.337960499097569e-06
BLOCK 2042,2.9108895547689746e-06
BLOCK 2043,2.3984154137036664e-06
BLOCK 2044,2.3533482254318965e-06
BLOCK 1045,9.142805290754286e-07
BLOCK 1047,3.7393735155818317e-07
BLOCK 1041,7.808906477804453e-07
BLOCK 1042,5.746551993229443e-07
BLOCK 1043,1.0033123079943356e-06
BLOCK 1044,1.2743583764890694e-06
BLOCK 1046,1.3963119556460315e-06
BLOCK 2033,4.638816745390922e-06
BLOCK 2045,2.0396279730153627e-06
BLOCK 2046,1.8958423225779347e-06
BLOCK 2047,2.0676033014285287e-06
BLOCK 2048,2.2053929780189903e-06
BLOCK 2049,2.1124119700729074e-06
BLOCK 2050,2.0214131517403146e-06
BLOCK 2052,2.5017707303564376e-06
BLOCK 2062,1.7715104438230416e-06
BLOCK 2031,2.0647678594090094e-06
BLOCK 2032,1.969154575602049e-06
BLOCK 2034,4.212600472582841e-06
BLOCK 2036,7.513477925327727e-06
BLOCK 2039,3.3770493653918343e-06
BLOCK 2053,2.3322587460863425e-06
BLOCK 2057,2.981060120199449e-07
BLOCK 2058,1.1561237615925374e-06
BLOCK 2065,4.741231903384437e-06
BLOCK 2066,4.278065031589873e-06
BLOCK 2067,3.430814196010817e-06
BLOCK 4063,2.060798397227902e-06
BLOCK 4064,2.3863344580823204e-06
BLOCK 4065,4.33264456571162e-07
