,butyl_acryl Cumulative Hazard Index PAC2
BLOCK 4046,2.1341837020355307e-06
BLOCK 4048,1.9578404267998757e-06
BLOCK 4049,2.1331932016013417e-06
BLOCK 4050,1.9933838182634114e-06
BLOCK 4051,2.677771837855633e-06
BLOCK 4052,2.4749520139729667e-06
BLOCK 4053,2.3915372537095746e-06
BLOCK 4054,2.251199903432476e-06
BLOCK 4055,2.2531051004696628e-06
BLOCK 4056,2.3012752262611166e-06
BLOCK 4058,2.432692793370818e-06
BLOCK 4059,2.3950885849812324e-06
BLOCK 4061,1.7379050615145579e-06
BLOCK 4062,1.8596935287740378e-06
BLOCK 2035,4.798012826222205e-06
BLOCK 2037,5.581875579863847e-06
BLOCK 2038,6.892009859276911e-06
BLOCK 2040,2.031405883022741e-06
BLOCK 2041,3.3235956143567493e-06
BLOCK 2042,2.8899421362168608e-06
BLOCK 2043,2.3515763561387146e-06
BLOCK 2044,2.3081121323634016e-06
BLOCK 1045,9.135690147317819e-07
BLOCK 1047,3.734536334962159e-07
BLOCK 1041,7.727156811061271e-07
BLOCK 1042,5.815315659810683e-07
BLOCK 1043,1.009170668654147e-06
BLOCK 1044,1.2628572923813076e-06
BLOCK 1046,1.3799941683412003e-06
BLOCK 2033,4.609007693150621e-06
BLOCK 2045,2.0000716226528514e-06
BLOCK 2046,1.861088556346924e-06
BLOCK 2047,2.0274160948575887e-06
BLOCK 2048,2.162446360035427e-06
BLOCK 2049,2.0715704601653427e-06
BLOCK 2050,1.982972176592863e-06
BLOCK 2052,2.4596502553974876e-06
BLOCK 2062,1.7385272736827872e-06
BLOCK 2031,2.035199087240234e-06
BLOCK 2032,1.9461328479381226e-06
BLOCK 2034,4.080343557741473e-06
BLOCK 2036,7.3642409558509405e-06
BLOCK 2039,3.3784489730094235e-06
BLOCK 2053,2.2886595460964934e-06
BLOCK 2057,3.080214662056245e-07
BLOCK 2058,1.163363430636511e-06
BLOCK 2065,4.649562812016362e-06
BLOCK 2066,4.196478638480161e-06
BLOCK 2067,3.382777698259849e-06
BLOCK 4063,2.0063500889409687e-06
BLOCK 4064,2.3109864004167675e-06
BLOCK 4065,4.3549745651904293e-07
