,OBJECTID,GEOID,NAME,County_Name,State_Name,Lattitude,Longitude,Total Population,Population of one race,Population of one race: White alone,Population of one race: Black or African American alone,Population of one race: American Indian and Alaska Native alone,Population of one race: Asian alone,Population of one race: Native Hawaiian and Other Pacific Islander alone,Population of one race: Some Other Race alone,Hispanic or Latino Population,Non-Hispanic or Latino Population,Total population 18 years and over,Total population 18 years and over: Hispanic or Latino,Total population 18 years and over: Not Hispanic or Latino,Total housing units,Total occupied housing units,Total vacant housing units,Total group quarters population,Group quarters population: Institutionalized population,Group quarters population: Correctional facilities for adults,Group quarters population: Juvenile facilities,Group quarters population: Nursing facilities/Skilled-nursing facilities,Group quarters population: Other institutional facilities,Group quarters population: Noninstitutionalized population:,Group quarters population: College/University student housing,Group quarters population: Military quarters,Group quarters population: Other noninstitutional facilities,Percent of Population 18 Years and Over,Percent Hispanic or Latino,"Percent White alone, not Hispanic or Latino","Percent Black or African American alone, not Hispanic or Latino","Percent American Indian and Alaska Native alone, not Hispanic or Latino","Percent Asian alone, not Hispanic or Latino","Percent Native Hawaiian and Other Pacific Islander alone, not Hispanic or Latino","Percent Some Other Race alone, not Hispanic or Latino","Percent Population of two or more races, not Hispanic or Latino",Percent of Housing Units that are Occupied,Percent of Housing Units that are Vacant,STATE,COUNTY,TRACT,BLKGRP,BLOCK,TRIBAL TRACT,TRIBAL BLKGRP,URBAN AREA,URBAN AREA TYPE,URBAN/ RURAL,AREALAND,AREAWATR,POP100,Total Housing Count,Shape_Length,Shape_Area,y,x,Additional Cancer Prob,Expected Cancers
358,359,390299501003016,BLOCK 3016,Columbiana County,Ohio,40.8444945,-80.6146991,16,12,12,0,0,0,0,0,0,16,5,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,31.299999237060547,0.0,75.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,39,29,950100,3,3016,999999,9,,,,7326,0,16,4,493.36425875487936,12814.990480303011,935.231560777783,-7835.697199763974,9.003888892563216e-42,1.4406222228101146e-40
359,360,390299501004002,BLOCK 4002,Columbiana County,Ohio,40.8464831,-80.5770701,12,10,10,0,0,0,0,0,0,12,12,0,12,5,5,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,83.30000305175781,0.0,0.0,0.0,0.0,0.0,16.700000762939453,100.0,0.0,39,29,950100,4,4002,999999,9,,,,222032,0,12,5,2746.059451358606,388386.9291231158,1156.4232071379463,-4669.04248942507,0.0,0.0
360,361,390299501004003,BLOCK 4003,Columbiana County,Ohio,40.8512208,-80.5843131,30,30,30,0,0,0,0,0,0,30,23,0,23,9,9,0,0,0,0,0,0,0,0,0,0,0,76.69999694824219,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,950100,4,4003,999999,9,,,,1674836,0,30,9,8632.098858275187,2930102.552005116,1683.3967880298924,-5278.574522331941,7.443240404824121e-42,2.2329721214472364e-40
361,362,390299501004004,BLOCK 4004,Columbiana County,Ohio,40.8594653,-80.5974841,14,13,13,0,0,0,0,0,0,14,11,0,11,6,6,0,0,0,0,0,0,0,0,0,0,0,78.5999984741211,0.0,92.9000015258789,0.0,0.0,0.0,0.0,0.0,7.099999904632568,100.0,0.0,39,29,950100,4,4004,999999,9,,,,788814,0,14,6,6443.356689926546,1380359.1618291424,2600.4311480911065,-6386.975217179504,1.340294250638589e-47,1.8764119508940244e-46
362,363,390299501004005,BLOCK 4005,Columbiana County,Ohio,40.8662244,-80.591611,62,62,62,0,0,0,0,0,0,62,53,0,53,34,34,0,0,0,0,0,0,0,0,0,0,0,85.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,950100,4,4005,999999,9,,,,2554959,0,62,34,9895.373439415544,4471880.932853286,3352.24471387328,-5892.726635664905,7.547717361552862e-217,4.679584764162775e-215
363,364,390299501004006,BLOCK 4006,Columbiana County,Ohio,40.8742223,-80.5970339,105,103,103,0,0,0,0,0,0,105,84,0,84,56,56,0,0,0,0,0,0,0,0,0,0,0,80.0,0.0,98.0999984741211,0.0,0.0,0.0,0.0,0.0,1.899999976158142,100.0,0.0,39,29,950100,4,4006,999999,9,,,,1190906,0,105,56,6782.7835338104005,2084911.415090101,4241.849797060157,-6349.088801155432,2.8192303287657585e-173,2.9601918452040462e-171
364,365,390299501004007,BLOCK 4007,Columbiana County,Ohio,40.8770115,-80.6092093,11,9,8,0,0,0,0,1,1,10,6,1,5,9,9,0,0,0,0,0,0,0,0,0,0,0,54.5,9.100000381469728,72.69999694824219,0.0,0.0,0.0,0.0,0.0,18.200000762939453,100.0,0.0,39,29,950100,4,4007,999999,9,,,,802531,0,11,9,6913.038746387585,1404993.3201689378,4552.092047904818,-7373.705110881417,8.859102807402505e-203,9.745013088142755e-202
365,366,390299501004008,BLOCK 4008,Columbiana County,Ohio,40.8756132,-80.6234447,40,39,38,1,0,0,0,0,0,40,33,0,33,16,16,0,0,0,0,0,0,0,0,0,0,0,82.5,0.0,95.0,2.5,0.0,0.0,0.0,0.0,2.5,100.0,0.0,39,29,950100,4,4008,999999,9,,,,653352,80274,40,16,4970.76299148439,866571.9119638413,4396.559372099185,-8571.679917590838,5.5855493548760856e-65,2.2342197419504343e-63
366,367,390299501004009,BLOCK 4009,Columbiana County,Ohio,40.874679,-80.6295179,23,23,22,1,0,0,0,0,0,23,14,0,14,10,10,0,0,0,0,0,0,0,0,0,0,0,60.900001525878906,0.0,95.6999969482422,4.300000190734863,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,950100,4,4009,999999,9,,,,197514,0,23,10,344.2618849148488,5594.290968052793,4292.648461896171,-9082.767794126028,1.2338675287088239e-61,2.837895316030295e-60
367,368,390299501004017,BLOCK 4017,Columbiana County,Ohio,40.8626443,-80.6132437,39,39,38,0,0,0,0,1,1,38,29,1,28,16,13,3,0,0,0,0,0,0,0,0,0,0,74.4000015258789,2.5999999046325684,97.4000015258789,0.0,0.0,0.0,0.0,0.0,0.0,81.30000305175781,18.799999237060547,39,29,950100,4,4017,999999,9,,,,1617125,0,39,16,7825.907290943458,2830108.067422212,2954.030787928026,-7713.218551697848,1.5516965955927904e-70,6.051616722811882e-69
368,369,390299501004018,BLOCK 4018,Columbiana County,Ohio,40.8687882,-80.6111246,19,19,18,0,0,1,0,0,1,18,19,1,18,10,10,0,0,0,0,0,0,0,0,0,0,0,100.0,5.300000190734863,89.5,0.0,0.0,5.300000190734863,0.0,0.0,0.0,100.0,0.0,39,29,950100,4,4018,999999,9,,,,367645,0,19,10,3515.3142505091278,643529.1934215404,3637.4157603069234,-7534.886474952023,7.524039591580246e-303,1.4295675224002467e-301
369,370,390299501004024,BLOCK 4024,Columbiana County,Ohio,40.865811,-80.6300521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,39,29,950100,4,4024,999999,9,,,,118122,0,0,0,1085.172836870404,62662.251958081375,3306.2623008166133,-9127.723194989963,9.134523207538954e-158,0.0
370,371,390299501004025,BLOCK 4025,Columbiana County,Ohio,40.868516,-80.6268316,10,7,7,0,0,0,0,0,0,10,10,0,10,4,4,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,30.0,100.0,0.0,39,29,950100,4,4025,999999,9,,,,380708,0,10,4,2533.439278618847,426719.0578491713,3607.1389997022543,-8856.70322276529,3.457454902960857e-170,3.457454902960857e-169
371,372,390299501004026,BLOCK 4026,Columbiana County,Ohio,40.8716915,-80.6284927,22,22,20,0,0,0,0,2,2,20,14,2,12,6,0,6,0,0,0,0,0,0,0,0,0,0,63.59999847412109,9.100000381469728,90.9000015258789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,39,29,950100,4,4026,999999,9,,,,136843,0,22,6,935.7901129570412,42889.4120295763,3960.349335122744,-8996.492471976371,1.3061933433104149e-156,2.8736253552829126e-155
372,373,390299501004027,BLOCK 4027,Columbiana County,Ohio,40.8586688,-80.6187262,12,11,11,0,0,0,0,0,0,12,10,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,83.30000305175781,0.0,91.6999969482422,0.0,0.0,0.0,0.0,0.0,8.300000190734863,100.0,0.0,39,29,950100,4,4027,999999,9,,,,557731,0,12,10,6737.294841100746,975960.2110285796,2511.836585923663,-8174.59630618611,1.529099434437774e-152,1.8349193213253287e-151
373,374,390299501004028,BLOCK 4028,Columbiana County,Ohio,40.8613042,-80.6229302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,39,29,950100,4,4028,999999,9,,,,64676,0,0,0,3349.875152484687,113183.45174223234,2804.971688417328,-8528.382361870361,2.979829146875613e-147,0.0
374,375,390299501004029,BLOCK 4029,Columbiana County,Ohio,40.8604476,-80.6227878,9,9,9,0,0,0,0,0,0,9,9,0,9,2,2,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,950100,4,4029,999999,9,,,,65102,0,9,2,3317.354478563512,113926.38303567344,2709.692213272816,-8516.398742936342,1.3932784969582169e-127,1.2539506472623951e-126
375,376,390299501004030,BLOCK 4030,Columbiana County,Ohio,40.8597878,-80.6272498,41,41,40,0,0,0,0,1,2,39,31,2,29,17,16,1,0,0,0,0,0,0,0,0,0,0,75.5999984741211,4.900000095367432,95.0999984741211,0.0,0.0,0.0,0.0,0.0,0.0,94.0999984741211,5.900000095367432,39,29,950100,4,4030,999999,9,,,,638275,0,41,17,4299.432802409205,1029780.3776865737,2636.30276930798,-8891.896687425087,8.658967975377568e-146,3.5501768699048026e-144
376,377,390299501004031,BLOCK 4031,Columbiana County,Ohio,40.8610551,-80.638992,29,25,25,0,0,0,0,0,0,29,26,0,26,14,14,0,0,0,0,0,0,0,0,0,0,0,89.69999694824219,0.0,86.19999694824219,0.0,0.0,0.0,0.0,0.0,13.800000190734863,100.0,0.0,39,29,950100,4,4031,999999,9,,,,1065112,0,29,14,915.9448133432528,20865.7540151067,2777.264336959525,-9880.057117284769,7.062706666974083e-123,2.048184933422484e-121
377,378,390299501004033,BLOCK 4033,Columbiana County,Ohio,40.851197,-80.6159989,8,8,8,0,0,0,0,0,0,8,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,62.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,950100,4,4033,999999,9,,,,58700,0,8,5,3696.788337309612,102695.23774884736,1680.7495179986074,-7945.081386990903,2.4988564631020465e-130,1.9990851704816372e-129
378,379,390299501004034,BLOCK 4034,Columbiana County,Ohio,40.853254,-80.623989,426,413,413,0,0,0,0,0,0,426,343,0,343,208,208,0,0,0,0,0,0,0,0,0,0,0,80.5,0.0,96.9000015258789,0.0,0.0,0.0,0.0,0.0,3.0999999046325684,100.0,0.0,39,29,950100,4,4034,999999,9,,,,619729,0,426,208,7310.562149715761,1084273.8210928414,1909.5492849523248,-8617.485281122594,1.6395312346628795e-159,6.984403059663867e-157
379,380,390299501004035,BLOCK 4035,Columbiana County,Ohio,40.8514563,-80.6224076,29,27,27,0,0,0,0,0,0,29,22,0,22,13,13,0,0,0,0,0,0,0,0,0,0,0,75.9000015258789,0.0,93.0999984741211,0.0,0.0,0.0,0.0,0.0,6.900000095367432,100.0,0.0,39,29,950100,4,4035,999999,9,,,,26954,0,29,13,897.2713895563044,47156.21475189729,1709.591413755735,-8484.40315359356,3.149302734507607e-166,9.13297793007206e-165
380,381,390299501004036,BLOCK 4036,Columbiana County,Ohio,40.8514836,-80.6248176,40,39,35,1,1,0,0,2,2,38,39,2,37,16,16,0,0,0,0,0,0,0,0,0,0,0,97.5,5.0,87.5,2.5,2.5,0.0,0.0,0.0,2.5,100.0,0.0,39,29,950100,4,4036,999999,9,,,,38807,0,40,16,961.3673672903328,67893.42899481003,1712.6279882027402,-8687.215804980824,6.064528138318033e-163,2.425811255327213e-161
381,382,390299501004037,BLOCK 4037,Columbiana County,Ohio,40.850224,-80.6300278,5,5,4,0,0,0,1,0,0,5,4,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,80.0,0.0,80.0,0.0,0.0,0.0,20.0,0.0,0.0,100.0,0.0,39,29,950100,4,4037,999999,9,,,,73627,0,5,2,1705.4372170524607,128806.24416558832,1572.5228902663446,-9125.678237595745,8.543307705396441e-170,4.271653852698221e-169
382,383,390299501004038,BLOCK 4038,Columbiana County,Ohio,40.8535904,-80.6307912,4,4,4,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,950100,4,4038,999999,9,,,,72066,0,4,1,1820.7818549184017,126087.0560297682,1946.9670008511173,-9189.92187845003,2.2489182657918758e-203,8.995673063167503e-203
383,384,390299501004039,BLOCK 4039,Columbiana County,Ohio,40.8520439,-80.6273558,8,8,8,0,0,0,0,0,0,8,2,0,2,5,3,2,0,0,0,0,0,0,0,0,0,0,25.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,40.0,39,29,950100,4,4039,999999,9,,,,4394,0,8,5,349.6460807358385,7687.352082477561,1774.9500637606309,-8900.817077789716,1.6258876077951008e-215,1.3007100862360807e-214
384,385,390299501004040,BLOCK 4040,Columbiana County,Ohio,40.8542895,-80.6241222,19,16,16,0,0,0,0,0,3,16,15,0,15,5,5,0,0,0,0,0,0,0,0,0,0,0,78.9000015258789,15.800000190734863,84.19999694824219,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,950100,4,4040,999999,9,,,,20853,0,19,5,791.7304372074487,36484.72449331712,2024.7277772613309,-8628.694677441152,3.2036103157370387e-252,6.086859599900374e-251
385,386,390299501004041,BLOCK 4041,Columbiana County,Ohio,40.8500698,-80.6170293,9,7,7,0,0,0,0,0,0,9,9,0,9,4,1,3,0,0,0,0,0,0,0,0,0,0,100.0,0.0,77.80000305175781,0.0,0.0,0.0,0.0,0.0,22.200000762939453,25.0,75.0,39,29,950100,4,4041,999999,9,,,,52710,0,9,4,3680.107206620803,92210.85833339424,1555.3712499823057,-8031.794316762119,5.520857017591042e-168,4.9687713158319375e-167
386,387,390299501004042,BLOCK 4042,Columbiana County,Ohio,40.8458759,-80.6156882,17,16,16,0,0,0,0,0,0,17,9,0,9,6,6,0,0,0,0,0,0,0,0,0,0,0,52.900001525878906,0.0,94.0999984741211,0.0,0.0,0.0,0.0,0.0,5.900000095367432,100.0,0.0,39,29,950100,4,4042,999999,9,,,,4702,0,17,6,387.547665910132,8225.1642022075,1088.8844524011963,-7918.934543691574,1.5802041199067713e-193,2.686347003841511e-192
387,388,390299501004043,BLOCK 4043,Columbiana County,Ohio,40.8492068,-80.6157686,42,39,39,0,0,0,0,0,0,42,37,0,37,19,19,0,0,0,0,0,0,0,0,0,0,0,88.0999984741211,0.0,92.9000015258789,0.0,0.0,0.0,0.0,0.0,7.099999904632568,100.0,0.0,39,29,950100,4,4043,999999,9,,,,109153,0,42,19,3677.211060747868,190950.88990152825,1459.379903904856,-7925.700575883582,4.770124975577846e-168,2.0034524897426954e-166
388,389,390299501004044,BLOCK 4044,Columbiana County,Ohio,40.8521984,-80.6026672,35,35,35,0,0,0,0,0,0,35,35,0,35,18,18,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,950100,4,4044,999999,9,,,,1649209,0,35,18,7572.460469915913,2885353.607801841,1792.1350729946291,-6823.157095224867,1.3277840828249034e-148,4.6472442898871616e-147
389,390,390299501004045,BLOCK 4045,Columbiana County,Ohio,40.8473816,-80.6100717,20,18,18,0,0,0,0,0,0,20,6,0,6,8,3,5,0,0,0,0,0,0,0,0,0,0,30.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,10.0,37.5,62.5,39,29,950100,4,4045,999999,9,,,,103040,0,20,8,1754.914310417381,180247.48973788216,1256.3632122943864,-7446.280064458539,2.911073223899818e-135,5.822146447799636e-134
390,391,390299501004046,BLOCK 4046,Columbiana County,Ohio,40.8462452,-80.6220282,130,124,121,3,0,0,0,0,0,130,103,0,103,68,68,0,0,0,0,0,0,0,0,0,0,0,79.19999694824219,0.0,93.0999984741211,2.299999952316284,0.0,0.0,0.0,0.0,4.599999904632568,100.0,0.0,39,29,950100,4,4046,999999,9,,,,419885,0,130,68,4557.78040195223,734472.7926596708,1129.9616298124297,-8452.474887913591,7.591191186849321e-134,9.868548542904117e-132
391,392,390299501004048,BLOCK 4048,Columbiana County,Ohio,40.8440487,-80.6170428,23,21,19,0,0,2,0,0,0,23,20,0,20,15,13,2,0,0,0,0,0,0,0,0,0,0,87.0,0.0,82.5999984741211,0.0,0.0,8.699999809265137,0.0,0.0,8.699999809265137,86.69999694824219,13.300000190734863,39,29,950100,4,4048,999999,9,,,,14779,0,23,15,672.8580076811166,25849.11036206081,885.6453011240952,-8032.930404251564,2.889047795482155e-103,6.644809929608956e-102
392,393,390299501004049,BLOCK 4049,Columbiana County,Ohio,40.8477697,-80.6171092,33,33,33,0,0,0,0,0,1,32,22,0,22,12,12,0,0,0,0,0,0,0,0,0,0,0,66.69999694824219,3.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,950100,4,4049,999999,9,,,,21641,0,33,12,846.2316567935977,37857.43620245805,1299.5315105713871,-8038.5182716115,1.9384689936669868e-105,6.396947679101057e-104
393,394,390299501004050,BLOCK 4050,Columbiana County,Ohio,40.8493268,-80.6222608,108,108,108,0,0,0,0,0,0,108,87,0,87,46,46,0,0,0,0,0,0,0,0,0,0,0,80.5999984741211,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,950100,4,4050,999999,9,,,,122701,0,108,46,2633.345314513514,214651.6293594362,1472.727483892826,-8472.049254279442,9.009694136627688e-99,9.730469667557904e-97
394,395,390299501004051,BLOCK 4051,Columbiana County,Ohio,40.8539194,-80.643433,40,40,40,0,0,0,0,0,0,40,34,0,34,21,21,0,0,0,0,0,0,0,0,0,0,0,85.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,950100,4,4051,999999,9,,,,1470388,0,40,21,1617.017882293132,142258.9092077838,1983.561615983304,-10253.787792633031,2.535778349525677e-122,1.0143113398102707e-120
395,396,390299501004052,BLOCK 4052,Columbiana County,Ohio,40.8550625,-80.6344664,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,39,29,950100,4,4052,999999,9,,,,156655,0,1,1,1493.311761225533,94131.13053042926,2110.7084383481565,-9499.206954407442,1.8994276990807328e-128,1.8994276990807328e-128
396,397,390299501004053,BLOCK 4053,Columbiana County,Ohio,40.8456385,-80.6413325,33,31,31,0,0,0,0,0,2,31,21,0,21,13,13,0,0,0,0,0,0,0,0,0,0,0,63.59999847412109,6.099999904632568,93.9000015258789,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,950100,4,4053,999999,9,,,,1283873,0,33,13,2894.483001160817,409666.8671202059,1062.478489992514,-10077.02101037948,1.6584574017334355e-130,5.472909425720337e-129
397,398,390299501004054,BLOCK 4054,Columbiana County,Ohio,40.8454817,-80.6300252,24,18,17,0,0,0,1,0,0,24,14,0,14,7,6,1,0,0,0,0,0,0,0,0,0,0,58.29999923706055,0.0,70.80000305175781,0.0,0.0,0.0,4.199999809265137,0.0,25.0,85.69999694824219,14.300000190734863,39,29,950100,4,4054,999999,9,,,,247000,0,24,7,3002.6189121697844,432049.30018898647,1045.0376521419253,-9125.459435570428,1.4235167981356323e-135,3.4164403155255174e-134
398,399,390299501004055,BLOCK 4055,Columbiana County,Ohio,40.8443919,-80.6256411,91,90,90,0,0,0,0,0,1,90,65,1,64,29,29,0,0,0,0,0,0,0,0,0,0,0,71.4000015258789,1.100000023841858,98.9000015258789,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,950100,4,4055,999999,9,,,,188080,0,91,29,2741.183323683448,328975.6684961769,923.8193798881608,-8756.517140048974,2.917811860018366e-137,2.6552087926167133e-135
399,400,390299501004056,BLOCK 4056,Columbiana County,Ohio,40.844477,-80.6277755,19,16,16,0,0,0,0,0,0,19,12,0,12,5,5,0,0,0,0,0,0,0,0,0,0,0,63.20000076293945,0.0,84.19999694824219,0.0,0.0,0.0,0.0,0.0,15.800000190734863,100.0,0.0,39,29,950100,4,4056,999999,9,,,,20506,0,19,5,1517.8977108138024,35868.53984985178,933.285038695644,-8936.136774324354,4.6518706036219674e-147,8.838554146881738e-146
400,401,390299501004058,BLOCK 4058,Columbiana County,Ohio,40.8452396,-80.614894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,39,29,950100,4,4058,999999,9,,,,4778,0,0,0,387.463650362981,8357.465746861782,1018.108909516978,-7852.098937052507,7.323891171902787e-136,0.0
401,402,390299501004059,BLOCK 4059,Columbiana County,Ohio,40.8447438,-80.6156669,15,15,13,2,0,0,0,0,0,15,11,0,11,5,5,0,0,0,0,0,0,0,0,0,0,0,73.30000305175781,0.0,86.69999694824219,13.300000190734863,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,950100,4,4059,999999,9,,,,11461,0,15,5,560.1716063645155,20046.41666543197,962.9611582017538,-7917.142050088221,1.1568700681140292e-135,1.7353051021710438e-134
402,403,390299501004061,BLOCK 4061,Columbiana County,Ohio,40.8610843,-80.5791653,25,21,21,0,0,0,0,0,0,25,21,0,21,13,13,0,0,0,0,0,0,0,0,0,0,0,84.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,16.0,100.0,0.0,39,29,950100,4,4061,999999,9,,,,811884,0,25,13,6652.507441147586,1420803.1275944256,2780.5122480900773,-4845.363284898801,2.00576555553771e-166,5.014413888844275e-165
403,404,390299501004062,BLOCK 4062,Columbiana County,Ohio,40.848612,-80.6133318,14,13,13,0,0,0,0,0,0,14,5,0,5,3,1,2,0,0,0,0,0,0,0,0,0,0,35.70000076293945,0.0,92.9000015258789,0.0,0.0,0.0,0.0,0.0,7.099999904632568,33.29999923706055,66.69999694824219,39,29,950100,4,4062,999999,9,,,,74022,0,14,3,2053.8583735133693,129489.25980697188,1393.220399100937,-7720.632574589837,1.4818124905523991e-161,2.0745374867733586e-160
404,405,390299501001006,BLOCK 1006,Columbiana County,Ohio,40.8974753,-80.5784392,10,8,8,0,0,0,0,0,1,9,10,1,9,5,5,0,0,0,0,0,0,0,0,0,0,0,100.0,10.0,70.0,0.0,0.0,0.0,0.0,0.0,20.0,100.0,0.0,39,29,950100,1,1006,999999,9,,,,335771,0,10,5,3215.435153475447,588238.7294683475,6828.277109148606,-4784.258603039873,8.554632198892974e-289,8.554632198892974e-288
405,406,390299501001007,BLOCK 1007,Columbiana County,Ohio,40.8929478,-80.5754636,22,22,21,0,0,0,0,1,1,21,18,1,17,5,5,0,0,0,0,0,0,0,0,0,0,0,81.80000305175781,4.5,90.9000015258789,0.0,0.0,0.0,0.0,4.5,0.0,100.0,0.0,39,29,950100,1,1007,999999,9,,,,136969,0,22,5,2101.0458690770943,239925.6899093739,6324.684039201421,-4533.84806460774,3.6653336677126366e-166,8.063734068967801e-165
406,407,390299501001008,BLOCK 1008,Columbiana County,Ohio,40.8918633,-80.5874397,25,23,23,0,0,0,0,0,0,25,21,0,21,19,17,2,0,0,0,0,0,0,0,0,0,0,84.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,8.0,89.5,10.5,39,29,950100,1,1008,999999,9,,,,691219,0,25,19,5066.37267177559,1210752.6398595918,6204.055285063133,-5541.692406406278,8.487447897818596e-117,2.121861974454649e-115
407,408,390299501001009,BLOCK 1009,Columbiana County,Ohio,40.8969495,-80.5876527,37,37,37,0,0,0,0,0,0,37,31,0,31,19,19,0,0,0,0,0,0,0,0,0,0,0,83.80000305175781,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,950100,1,1009,999999,9,,,,703687,0,37,19,4812.915961817278,1232763.9283533944,6769.792462836035,-5559.617343753772,8.335163691798588e-143,3.0840105659654776e-141
408,409,390299501001010,BLOCK 1010,Columbiana County,Ohio,40.8970537,-80.5991896,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,100.0,0.0,39,29,950100,1,1010,999999,9,,,,506217,0,0,2,3466.19874696658,761557.3910165731,6781.382611458538,-6530.500944310977,0.0,0.0
409,410,390299501001011,BLOCK 1011,Columbiana County,Ohio,40.8970734,-80.6088276,13,12,12,0,0,0,0,0,0,13,5,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,38.5,0.0,92.3000030517578,0.0,0.0,0.0,0.0,0.0,7.699999809265137,100.0,0.0,39,29,950100,1,1011,999999,9,,,,536497,0,13,4,1169.759082665176,59190.27166106967,6783.573839172767,-7341.58328825878,1.6198687098432167e-33,2.1058293227961817e-32
410,411,390299501001014,BLOCK 1014,Columbiana County,Ohio,40.8917059,-80.608434,106,102,102,0,0,0,0,0,0,106,90,0,90,38,38,0,0,0,0,0,0,0,0,0,0,0,84.9000015258789,0.0,96.1999969482422,0.0,0.0,0.0,0.0,0.0,3.799999952316284,100.0,0.0,39,29,950100,1,1014,999999,9,,,,421130,0,106,38,2992.5776393480774,443310.0977567095,6186.547709313333,-7308.460025491821,6.54964490504622e-66,6.942623599348993e-64
411,412,390299501001015,BLOCK 1015,Columbiana County,Ohio,40.8902906,-80.5998024,23,16,16,0,0,0,0,0,1,22,19,0,19,10,8,2,0,0,0,0,0,0,0,0,0,0,82.5999984741211,4.300000190734863,69.5999984741211,0.0,0.0,0.0,0.0,0.0,26.100000381469727,80.0,20.0,39,29,950100,1,1015,999999,9,,,,625395,0,23,10,4879.484938933321,1095402.2689392203,6029.12412634381,-6582.070903461923,0.0,0.0
412,413,390299501001016,BLOCK 1016,Columbiana County,Ohio,40.8877216,-80.5963025,10,5,5,0,0,0,0,0,1,9,10,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,100.0,10.0,50.0,0.0,0.0,0.0,0.0,0.0,40.0,100.0,0.0,39,29,950100,1,1016,999999,9,,,,142725,0,10,1,2081.096717618704,249968.92109154948,5743.374684776359,-6287.538102088312,0.0,0.0
413,414,390299501001035,BLOCK 1035,Columbiana County,Ohio,40.8877303,-80.5832919,13,12,12,0,0,0,0,0,0,13,13,0,13,12,12,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,92.3000030517578,0.0,0.0,0.0,0.0,0.0,7.699999809265137,100.0,0.0,39,29,950100,1,1035,999999,9,,,,826510,0,13,12,6392.717207567188,1447552.9962762487,5744.342384325886,-5192.635807956271,0.0,0.0
414,415,390998136022035,BLOCK 2035,Mahoning County,Ohio,40.9038156,-80.6004067,26,24,21,0,1,0,0,2,0,26,24,0,24,13,13,0,0,0,0,0,0,0,0,0,0,0,92.3000030517578,0.0,80.80000305175781,0.0,3.799999952316284,0.0,0.0,7.699999809265137,7.699999809265137,100.0,0.0,39,99,813602,2,2035,999999,9,,,,681413,4975,26,13,1431.4824398222454,86238.77690327357,7533.507620774137,-6632.925548151135,0.0,0.0
