,PM10 Cumulative Hazard Index PAC2
BLOCK 3045,6.1990157083438006e-30
BLOCK 3046,1.3153559675725126e-30
BLOCK 3047,7.624854411574939e-32
BLOCK 3048,1.2268187451241198e-27
BLOCK 3049,3.884468228769217e-26
BLOCK 3050,4.5985570811430637e-29
BLOCK 2059,1.1185841461952733e-20
BLOCK 2060,1.629085861849771e-20
BLOCK 2061,2.568514886666582e-21
BLOCK 2064,1.0352945149527327e-21
BLOCK 2014,7.384469290231229e-23
BLOCK 2015,2.088346193433292e-21
BLOCK 2016,4.82857613973966e-26
BLOCK 2017,2.8831158726293027e-29
BLOCK 2018,4.5838859309296136e-27
BLOCK 2019,1.0874165689949e-63
BLOCK 2020,4.3662979357088876e-266
BLOCK 2021,8.593104100008245e-25
BLOCK 2022,1.4105928715789803e-31
BLOCK 2023,9.189380916330569e-35
BLOCK 2024,2.44569422856646e-35
BLOCK 3001,9.873144992209724e-40
BLOCK 3002,7.2409970126996545e-40
BLOCK 3003,1.9870702056355264e-41
BLOCK 3004,6.619457206540859e-44
BLOCK 3005,1.0608850925781072e-41
BLOCK 3006,1.7919230888577914e-42
BLOCK 3007,1.1714056629384131e-45
BLOCK 3008,1.0235437271664763e-55
BLOCK 3009,2.9092192989710295e-54
BLOCK 3018,3.180200146479232e-40
BLOCK 3019,7.051019811183676e-57
BLOCK 3020,1.315541734520567e-50
BLOCK 3021,6.151091987006057e-48
BLOCK 3022,2.29885600569593e-46
BLOCK 3023,3.683432847550362e-44
BLOCK 3024,2.033440500214657e-48
BLOCK 3029,7.277587472627283e-52
BLOCK 2030,6.627255526426827e-38
BLOCK 3000,2.7203930505989626e-39
BLOCK 3016,1.4711573418744655e-41
BLOCK 3032,4.4061557199756674e-73
BLOCK 3033,3.162200015426225e-91
BLOCK 3034,3.853590311869036e-49
BLOCK 3035,8.294052347003195e-56
BLOCK 3036,1.623523526822195e-208
BLOCK 3037,1.006726390015435e-219
BLOCK 3038,3.126707371721077e-26
BLOCK 4002,2.6979226949346247e-57
BLOCK 4003,4.7636201509061886e-37
BLOCK 4004,2.095138666052289e-37
BLOCK 4005,1.6476926770049943e-53
BLOCK 4006,8.593290517844491e-55
BLOCK 4007,7.203681544193913e-50
BLOCK 4008,2.0952386001368513e-35
BLOCK 4009,6.734416412774855e-37
BLOCK 4010,2.6879977842199226e-37
BLOCK 4011,1.319937744978912e-38
BLOCK 4012,3.719937207143941e-38
BLOCK 4013,1.5723548816614556e-35
BLOCK 4014,9.983230853360642e-37
BLOCK 4015,2.252803355501345e-36
BLOCK 4016,8.756462969736036e-145
BLOCK 4017,3.932386972807105e-37
BLOCK 4018,2.7510917476103988e-45
BLOCK 4019,3.056514285281823e-37
BLOCK 4020,1.1038305308837575e-39
BLOCK 4021,1.0441839217779942e-40
BLOCK 4022,3.159143672770724e-229
BLOCK 4023,7.059362344044603e-35
BLOCK 4024,2.6126147665150685e-35
BLOCK 4025,1.617193845112594e-36
BLOCK 4026,3.8388581768365615e-38
BLOCK 4027,8.009399242018628e-40
BLOCK 4028,3.8354865902897955e-39
BLOCK 4029,3.6442671430734145e-39
BLOCK 4030,8.597326280224826e-37
BLOCK 4031,2.8459894407078983e-43
BLOCK 4032,2.360091799153704e-38
BLOCK 4033,2.5430827953376506e-43
BLOCK 5000,2.9834565930398556e-124
BLOCK 5001,5.848029213632579e-118
BLOCK 5002,6.7068203856182e-112
BLOCK 5003,8.63880141858073e-107
BLOCK 5004,5.85943447934059e-99
BLOCK 5005,8.996816023187791e-111
BLOCK 5006,2.3309303731385767e-108
BLOCK 5007,1.0291060793705811e-129
BLOCK 5008,1.8063481924096558e-129
BLOCK 5009,8.00394137517878e-123
BLOCK 5010,8.377046572795988e-118
BLOCK 5011,5.228720864520458e-112
BLOCK 5012,8.355270012135598e-106
BLOCK 5013,5.0488351268241795e-107
BLOCK 5014,1.4641182489067653e-127
BLOCK 5015,8.10195238426633e-130
BLOCK 5016,1.6306446437025175e-103
BLOCK 5017,1.182590306057714e-124
BLOCK 5018,4.4864194213315407e-131
BLOCK 5019,1.0048301969069211e-123
BLOCK 5020,1.4100564296125523e-87
BLOCK 5021,9.032641879386894e-74
BLOCK 5022,2.5254782626832175e-89
BLOCK 5023,6.20960010036749e-94
BLOCK 5024,9.31156082471409e-114
BLOCK 5025,1.659455932570651e-158
BLOCK 5026,1.876284658126996e-96
BLOCK 5027,2.7563599471202336e-50
BLOCK 5028,2.519349045725324e-43
BLOCK 5029,5.643970732372617e-68
BLOCK 5032,2.753695705652887e-90
BLOCK 5033,1.808925520025801e-70
BLOCK 5034,7.513954770914121e-52
BLOCK 5035,6.1711096522335675e-120
BLOCK 2063,6.2898931491885395e-24
BLOCK 4034,7.635380671200248e-39
BLOCK 4035,1.4221408386371644e-38
BLOCK 4036,5.0476851132587464e-39
BLOCK 4037,1.5376323901360139e-38
BLOCK 4038,1.2294497787978623e-35
BLOCK 4039,1.1583185135489092e-35
BLOCK 4040,9.621751322104362e-34
BLOCK 4041,9.142942352003032e-38
BLOCK 4042,1.1232355794816058e-35
BLOCK 4043,1.6769769753548281e-37
BLOCK 4044,6.3794317208071825e-40
BLOCK 4045,6.758452388894128e-42
BLOCK 4046,1.624476694409682e-42
BLOCK 4048,4.0274500896843114e-47
BLOCK 4049,4.0902198117437925e-48
BLOCK 4050,3.0557559877580273e-49
BLOCK 4051,2.708082647913448e-44
BLOCK 4052,4.049744999728688e-43
BLOCK 4053,8.74587967195981e-43
BLOCK 4054,5.86184595338178e-42
BLOCK 4055,1.2594525161652118e-41
BLOCK 4056,7.447009888908694e-40
BLOCK 4058,1.0902036256439287e-41
BLOCK 4059,9.230379081002883e-42
BLOCK 4061,1.641985980921711e-37
BLOCK 4062,4.765427250348887e-38
BLOCK 2035,8.384300736153115e-22
BLOCK 2037,1.0081728678789439e-22
BLOCK 2038,2.1922642510386992e-23
BLOCK 2040,7.280187462760208e-23
BLOCK 2041,1.0082160689270106e-19
BLOCK 2042,1.102961911418055e-19
BLOCK 2043,1.4632702193012907e-19
BLOCK 2044,1.59487707967554e-19
BLOCK 1045,7.719682926175767e-20
BLOCK 1047,1.1008995978748323e-20
BLOCK 1041,1.387443921858309e-22
BLOCK 1042,7.400761508414212e-21
BLOCK 1043,1.5866208262822603e-20
BLOCK 1044,9.45148810891208e-20
BLOCK 1046,1.0990951329654688e-19
BLOCK 2033,1.19708474667542e-20
BLOCK 2045,1.331764096487546e-19
BLOCK 2046,1.3223321147301198e-19
BLOCK 2047,1.4923288519590758e-19
BLOCK 2048,1.660528449166448e-19
BLOCK 2049,1.6958704100861025e-19
BLOCK 2050,1.7300647244741527e-19
BLOCK 2052,1.6542512827410625e-19
BLOCK 2062,3.668495140102338e-22
BLOCK 2031,3.6313704194415487e-36
BLOCK 2032,7.901385898581161e-35
BLOCK 2034,1.5930041233229867e-22
BLOCK 2036,1.8986287964523031e-22
BLOCK 2039,3.756041611075733e-21
BLOCK 2053,1.7486167632690323e-19
BLOCK 2057,3.4187787209969355e-36
BLOCK 2058,5.196099962496122e-37
BLOCK 2065,3.4742664084334495e-20
BLOCK 2066,5.240835080341141e-20
BLOCK 2067,1.5981712690724838e-23
BLOCK 4063,1.6421879619569773e-38
BLOCK 4064,1.5288451069733874e-39
BLOCK 4065,8.089040441749285e-34
