,butyl_acryl Cumulative Hazard Index PAC3
BLOCK 5017,9.993234702383932e-11
BLOCK 5018,1.7793354110812793e-10
BLOCK 5019,3.1191295628388734e-10
BLOCK 5020,1.9771870519569202e-13
BLOCK 5021,1.2507549194906864e-12
BLOCK 5022,9.15477085448176e-17
BLOCK 5023,4.453023082788883e-15
BLOCK 5024,6.62544363696777e-13
BLOCK 5025,7.324579435845434e-11
BLOCK 5026,6.671481778262971e-13
BLOCK 5027,4.763320681665328e-08
BLOCK 5028,4.528220159790158e-07
BLOCK 5029,4.997620814226751e-09
BLOCK 5032,1.1276711418146478e-18
BLOCK 5033,5.644237048427881e-15
BLOCK 5034,1.4126092343354096e-08
BLOCK 5035,4.8509932550683513e-11
BLOCK 2063,6.712550692746726e-07
BLOCK 4034,4.305083476657541e-07
BLOCK 4035,3.637059537378988e-07
BLOCK 4036,3.7633920392541284e-07
BLOCK 4037,3.3122062229514445e-07
BLOCK 4038,2.0407789837917285e-07
BLOCK 4039,1.5686692600469904e-07
BLOCK 4040,1.205049008848655e-07
BLOCK 4041,3.928248520365691e-07
BLOCK 4042,2.6109165025025474e-07
BLOCK 4043,4.201159911168335e-07
BLOCK 4044,5.292725135505137e-07
BLOCK 4045,6.175256772160853e-07
BLOCK 4046,5.642405707661302e-07
BLOCK 4048,5.192010327272793e-07
BLOCK 4049,5.651214922559104e-07
BLOCK 4050,5.282280888762521e-07
BLOCK 4051,7.058167838805423e-07
BLOCK 4052,6.527539836056271e-07
BLOCK 4053,6.309945108195085e-07
BLOCK 4054,5.941974012001458e-07
BLOCK 4055,5.945070261152419e-07
BLOCK 4056,6.068860278535157e-07
BLOCK 4058,6.408793002148639e-07
BLOCK 4059,6.312289787545558e-07
BLOCK 4061,4.63854118647526e-07
BLOCK 4062,4.945170406820665e-07
BLOCK 2035,1.2668197211406832e-06
BLOCK 2037,1.4683431825276453e-06
BLOCK 2038,1.8388143705233072e-06
BLOCK 2040,5.487574683335737e-07
BLOCK 2041,8.997513571898675e-07
BLOCK 2042,7.803817212061077e-07
BLOCK 2043,6.276457659471392e-07
BLOCK 2044,6.16222240592057e-07
BLOCK 1045,2.481906777215383e-07
BLOCK 1047,1.0150784898923304e-07
BLOCK 1041,2.0836767009150973e-07
BLOCK 1042,1.6000044480040683e-07
BLOCK 1043,2.758085741895769e-07
BLOCK 1044,3.4040925397689057e-07
BLOCK 1046,3.7105498079217247e-07
BLOCK 2033,1.2445708050485782e-06
BLOCK 2045,5.338964481146294e-07
BLOCK 2046,4.972937162308247e-07
BLOCK 2047,5.41172784792953e-07
BLOCK 2048,5.771941818496636e-07
BLOCK 2049,5.530105021417194e-07
BLOCK 2050,5.295175447847525e-07
BLOCK 2052,6.581682125716327e-07
BLOCK 2062,4.652397588017642e-07
BLOCK 2031,5.457978063961034e-07
BLOCK 2032,5.2323136925599e-07
BLOCK 2034,1.0772808625071155e-06
BLOCK 2036,1.9633571520723948e-06
BLOCK 2039,9.187882527434723e-07
BLOCK 2053,6.113326094644257e-07
BLOCK 2057,8.648798888847869e-08
BLOCK 2058,3.1810326227436715e-07
BLOCK 2065,1.2413054698416824e-06
BLOCK 2066,1.1206480581047515e-06
BLOCK 2067,9.067139538417829e-07
BLOCK 4063,5.319810005984694e-07
BLOCK 4064,6.097183617616851e-07
BLOCK 4065,1.1903833562360274e-07
