,butyl_acryl Cumulative Hazard Index PAC3
BLOCK 1023,2.2981304372367408e-07
BLOCK 1031,2.0209427721461793e-07
BLOCK 1032,1.9467308609453637e-07
BLOCK 1034,3.5781937566535933e-07
BLOCK 1036,1.1051603232656918e-07
BLOCK 1048,3.5851190768585373e-07
BLOCK 1049,3.0980752220364335e-07
BLOCK 1050,2.137688537442488e-07
BLOCK 1051,6.832820583159947e-07
BLOCK 1053,6.155848723140396e-07
BLOCK 1055,2.299903538839458e-16
BLOCK 1056,8.122719002526886e-19
BLOCK 1057,6.914898002055927e-19
BLOCK 1058,6.654761780425652e-07
BLOCK 1059,9.610773898377328e-08
BLOCK 1060,2.401184823419742e-06
BLOCK 1061,2.724151517833155e-06
BLOCK 1062,5.2162851561278294e-06
BLOCK 1063,1.1215545937876448e-06
BLOCK 1064,1.0095232096467343e-06
BLOCK 1065,8.238233369917797e-07
BLOCK 1066,2.8183771790824878e-06
BLOCK 1067,6.535663191298411e-07
BLOCK 3039,4.391490133696006e-06
BLOCK 3040,2.770312312521243e-06
BLOCK 3041,2.478974537866828e-06
BLOCK 3042,3.1761481160575627e-06
BLOCK 3043,3.877025317249498e-06
BLOCK 3044,2.290707073780865e-06
BLOCK 3045,3.7594751662063055e-06
BLOCK 3046,3.885767703696289e-06
BLOCK 3047,2.3610475709110355e-06
BLOCK 3048,2.4042417052121193e-06
BLOCK 3049,6.104616314570483e-06
BLOCK 3050,2.784213771379637e-06
BLOCK 2059,1.7812751691634052e-06
BLOCK 2060,3.3674821007970646e-06
BLOCK 2061,7.73848614775763e-07
BLOCK 2064,2.3490993865051393e-06
BLOCK 2014,1.244274418579834e-06
BLOCK 2015,1.5066110526263095e-06
BLOCK 2016,6.144488680940308e-07
BLOCK 2017,7.342904317238459e-07
BLOCK 2018,1.899453726510847e-06
BLOCK 2019,6.850672934602275e-06
BLOCK 2020,3.689199670616239e-05
BLOCK 2021,1.4817744967402e-06
BLOCK 2022,7.54460190079514e-06
BLOCK 2023,3.3364040408689875e-07
BLOCK 2024,9.240964458007661e-08
BLOCK 3001,1.1105164925404046e-06
BLOCK 3002,1.0769393596169286e-06
BLOCK 3003,1.4437643908180352e-06
BLOCK 3004,3.601643007200195e-06
BLOCK 3005,1.3616675011330227e-06
BLOCK 3006,1.4342807638515129e-06
BLOCK 3007,1.6659324166051786e-06
BLOCK 3008,5.3736613642550085e-06
BLOCK 3009,5.5136458380075975e-06
BLOCK 3018,4.45118945570548e-07
BLOCK 3019,1.2062697726392456e-06
BLOCK 3020,1.0839640280759341e-07
BLOCK 3021,1.0023367361463037e-07
BLOCK 3022,8.679375809959015e-08
BLOCK 3023,9.843941748171186e-08
BLOCK 3024,3.4282280882320074e-07
BLOCK 3029,2.1149888792713637e-07
BLOCK 2030,9.865883391058492e-08
BLOCK 3000,7.150878760731975e-07
BLOCK 3016,7.62520341616765e-07
BLOCK 3032,1.110575870309064e-06
BLOCK 3033,5.957925502396703e-06
BLOCK 3034,3.4844070617420803e-07
BLOCK 3035,6.5460844070514e-07
BLOCK 3036,4.034295740910295e-07
BLOCK 3037,5.269552202804534e-07
BLOCK 3038,2.213717516536741e-06
BLOCK 4002,3.6687636641494086e-07
BLOCK 4003,3.4349929438575734e-07
BLOCK 4004,5.807871711310933e-07
BLOCK 4005,1.3340756429598753e-14
BLOCK 4006,9.763986549098782e-19
BLOCK 4007,2.3634665374624056e-17
BLOCK 4008,4.369225763631714e-08
BLOCK 4009,4.8400148666304853e-08
BLOCK 4010,4.8961488403498135e-08
BLOCK 4011,1.2427419240809372e-07
BLOCK 4012,5.29599234484272e-08
BLOCK 4013,1.1315451683797204e-07
BLOCK 4014,5.724629667171482e-08
BLOCK 4015,5.275716993014558e-08
BLOCK 4016,1.384786780868369e-08
BLOCK 4017,5.60598323372696e-08
BLOCK 4018,1.5073304871461045e-12
BLOCK 4019,2.1289674987227103e-07
BLOCK 4020,5.8043131304472046e-08
BLOCK 4021,1.9775305237888338e-07
BLOCK 4022,1.2677810762669676e-06
BLOCK 4023,3.271240572187508e-07
BLOCK 4024,3.296175027367166e-07
BLOCK 4025,3.116284282552362e-07
BLOCK 4026,3.875663203152613e-07
BLOCK 4027,4.3624161422819356e-07
BLOCK 4028,4.365965879087783e-07
BLOCK 4029,4.458558711528556e-07
BLOCK 4030,3.8232217973650136e-07
BLOCK 4031,5.673936366839205e-07
BLOCK 4032,4.091306926787193e-07
BLOCK 4033,6.223973561788798e-07
BLOCK 5000,1.360639633122506e-07
BLOCK 5001,1.2508977994809074e-07
BLOCK 5002,1.2373632926155458e-07
BLOCK 5003,1.224280491895401e-07
BLOCK 5004,1.0919004481478316e-07
BLOCK 5005,3.881660400038731e-08
BLOCK 5006,6.888896555551857e-09
BLOCK 5007,5.664700733530876e-09
BLOCK 5008,3.179454967828166e-09
BLOCK 5009,1.6011072938586484e-09
BLOCK 5010,6.617574837148226e-10
BLOCK 5011,5.637846387837182e-10
BLOCK 5012,7.105611854636928e-10
BLOCK 5013,1.750378367066461e-10
BLOCK 5014,4.243874430145922e-10
BLOCK 5015,1.952679391048592e-09
BLOCK 5016,2.2666966758234566e-11
BLOCK 5017,1.2649572551878815e-09
BLOCK 5018,3.0610383030106404e-09
BLOCK 5019,1.2908997311680506e-09
BLOCK 5020,1.6336849503799486e-13
BLOCK 5021,3.8395938236024027e-13
BLOCK 5022,1.6526356222185723e-15
BLOCK 5023,8.086606343402448e-14
BLOCK 5024,2.024064716592935e-11
BLOCK 5025,3.0491699958362455e-09
BLOCK 5026,2.4672031842531465e-12
BLOCK 5027,5.4336661778118366e-08
BLOCK 5028,1.4978051257426107e-06
BLOCK 5029,3.5370500886735593e-09
BLOCK 5032,1.8186780593351532e-17
BLOCK 5033,1.1991999437791151e-15
BLOCK 5034,1.3918276373872815e-08
BLOCK 5035,8.069829324634471e-10
BLOCK 2063,9.137145371492886e-07
BLOCK 4034,4.794886080549671e-07
BLOCK 4035,4.0063442947669673e-07
BLOCK 4036,4.1492503485270167e-07
BLOCK 4037,3.62740462117471e-07
BLOCK 4038,2.1873384199299407e-07
BLOCK 4039,1.6632514925566198e-07
BLOCK 4040,1.2702090082554922e-07
BLOCK 4041,4.360852184488788e-07
BLOCK 4042,2.8332054008281703e-07
BLOCK 4043,4.691952765975046e-07
BLOCK 4044,5.972142596428645e-07
BLOCK 4045,7.019551940355721e-07
BLOCK 4046,6.348287851239097e-07
BLOCK 4048,5.85366719449592e-07
BLOCK 4049,6.399498043348893e-07
BLOCK 4050,6.000356379388001e-07
BLOCK 4051,8.099795200230165e-07
BLOCK 4052,7.439299007511282e-07
BLOCK 4053,7.171246476035685e-07
BLOCK 4054,6.727501456821849e-07
BLOCK 4055,6.738305572437044e-07
BLOCK 4056,6.944305110470239e-07
BLOCK 4058,7.318069042566952e-07
BLOCK 4059,7.194616322964196e-07
BLOCK 4061,5.224303530208755e-07
BLOCK 4062,5.590714403432404e-07
BLOCK 2035,1.5976402028090265e-06
BLOCK 2037,1.901019916389855e-06
BLOCK 2038,2.451143744545961e-06
BLOCK 2040,7.131560321596672e-07
BLOCK 2041,1.085841654786214e-06
BLOCK 2042,9.259661387748863e-07
BLOCK 2043,7.301705100531529e-07
BLOCK 2044,7.15804652722922e-07
BLOCK 1045,2.700129049063e-07
BLOCK 1047,1.0813950814822035e-07
BLOCK 1041,2.3153638456014229e-07
BLOCK 1042,1.7118612159757576e-07
BLOCK 1043,3.013290772315814e-07
BLOCK 1044,3.780307622381532e-07
BLOCK 1046,4.146235241258066e-07
BLOCK 2033,1.5557885941038877e-06
BLOCK 2045,6.130120412330665e-07
BLOCK 2046,5.678504440012871e-07
BLOCK 2047,6.220282516750404e-07
BLOCK 2048,6.668646213938033e-07
BLOCK 2049,6.367389833468921e-07
BLOCK 2050,6.076176686013993e-07
BLOCK 2052,7.690119686076156e-07
BLOCK 2062,5.934180290024892e-07
BLOCK 2031,1.0316641628540225e-06
BLOCK 2032,9.36687817097575e-07
BLOCK 2034,1.3425843118264365e-06
BLOCK 2036,2.665966583579124e-06
BLOCK 2039,1.1791688497483746e-06
BLOCK 2053,7.097097493715683e-07
BLOCK 2057,1.3689254404475904e-07
BLOCK 2058,5.520889583253866e-07
BLOCK 2065,1.5670350436367995e-06
BLOCK 2066,1.4088341011509062e-06
BLOCK 2067,1.109789924826944e-06
BLOCK 4063,6.04449456381907e-07
BLOCK 4064,6.991826242499771e-07
BLOCK 4065,1.254124329551918e-07
