,butyl_acryl Cumulative Hazard Index PAC2
BLOCK 1032,7.1570987534756e-07
BLOCK 1034,1.3155124105344088e-06
BLOCK 1036,4.063089423770924e-07
BLOCK 1048,1.318058484139168e-06
BLOCK 1049,1.138998243395749e-06
BLOCK 1050,7.859149034715027e-07
BLOCK 1051,2.5120663908676263e-06
BLOCK 1053,2.2631796776251434e-06
BLOCK 1055,8.455527716321532e-16
BLOCK 1056,2.9862937509290012e-18
BLOCK 1057,2.5422419125205616e-18
BLOCK 1058,2.4466035957447237e-06
BLOCK 1059,3.533372756756369e-07
BLOCK 1060,8.827885380219635e-06
BLOCK 1061,1.0015262933210132e-05
BLOCK 1062,1.917751895635234e-05
BLOCK 1063,4.123362477160461e-06
BLOCK 1064,3.711482388407112e-06
BLOCK 1065,3.028762268352131e-06
BLOCK 1066,1.036168080545032e-05
BLOCK 1067,2.4028173497420634e-06
BLOCK 3039,1.6145184315058847e-05
BLOCK 3040,1.0184971737210442e-05
BLOCK 3041,9.113876977451573e-06
BLOCK 3042,1.1677015132564567e-05
BLOCK 3043,1.4253769548711383e-05
BLOCK 3044,8.421717183017883e-06
BLOCK 3045,1.382159987575848e-05
BLOCK 3046,1.4285910675354016e-05
BLOCK 3047,8.680321951878794e-06
BLOCK 3048,8.839123916221039e-06
BLOCK 3049,2.2443442332979708e-05
BLOCK 3050,1.0236080041836892e-05
BLOCK 2059,6.5488057689831076e-06
BLOCK 2060,1.2380448899989205e-05
BLOCK 2061,2.8450316719697143e-06
BLOCK 2064,8.636394803327714e-06
BLOCK 2014,4.574538303602334e-06
BLOCK 2015,5.53901122289084e-06
BLOCK 2016,2.2590031915221714e-06
BLOCK 2017,2.699597175455316e-06
BLOCK 2018,6.983285759231058e-06
BLOCK 2019,2.5186297553684846e-05
BLOCK 2020,0.00013563234083147915
BLOCK 2021,5.447700355662499e-06
BLOCK 2022,2.7737506988217415e-05
BLOCK 2023,1.2266191326724213e-06
BLOCK 2024,3.39741340367929e-07
BLOCK 3001,4.0827812225750184e-06
BLOCK 3002,3.95933588094459e-06
BLOCK 3003,5.307957319183953e-06
BLOCK 3004,1.3241334585294843e-05
BLOCK 3005,5.006130518871406e-06
BLOCK 3006,5.273091043571741e-06
BLOCK 3007,6.124751531636686e-06
BLOCK 3008,1.975610795681989e-05
BLOCK 3009,2.0270756757380858e-05
BLOCK 3018,1.6364667116564266e-06
BLOCK 3019,4.434815340585466e-06
BLOCK 3020,3.98516186792623e-07
BLOCK 3021,3.685061529949646e-07
BLOCK 3022,3.1909469889555203e-07
BLOCK 3023,3.6190962309452893e-07
BLOCK 3024,1.2603779736147082e-06
BLOCK 3029,7.775694409085895e-07
BLOCK 2030,3.6271630114185624e-07
BLOCK 3000,2.6289995443867554e-06
BLOCK 3016,2.803383608885165e-06
BLOCK 3032,4.082999523195085e-06
BLOCK 3033,2.190413787645849e-05
BLOCK 3034,1.2810320079934124e-06
BLOCK 3035,2.4066486790630134e-06
BLOCK 3036,1.4831969635699625e-06
BLOCK 3037,1.937335368678138e-06
BLOCK 3038,8.138667340208612e-06
BLOCK 4002,1.3488101706431652e-06
BLOCK 4003,1.2628650528888138e-06
BLOCK 4004,2.135246952687843e-06
BLOCK 4005,4.904689863823071e-14
BLOCK 4006,3.58970093716867e-18
BLOCK 4007,8.689215211258845e-17
BLOCK 4008,1.606333001335189e-07
BLOCK 4009,1.7794172303788553e-07
BLOCK 4010,1.800054720716843e-07
BLOCK 4011,4.568904132650504e-07
BLOCK 4012,1.9470560091333525e-07
BLOCK 4013,4.160092530807795e-07
BLOCK 4014,2.1046432599895155e-07
BLOCK 4015,1.9396018356671163e-07
BLOCK 4016,5.091127870839592e-08
BLOCK 4017,2.0610232476937354e-07
BLOCK 4018,5.541656202743031e-12
BLOCK 4019,7.827086392362904e-07
BLOCK 4020,2.1339386508997078e-07
BLOCK 4021,7.27033280804718e-07
BLOCK 4022,4.660959839216796e-06
BLOCK 4023,1.202661975068937e-06
BLOCK 4024,1.2118290541791048e-06
BLOCK 4025,1.1456927509383688e-06
BLOCK 4026,1.424876177629637e-06
BLOCK 4027,1.6038294640742411e-06
BLOCK 4028,1.605134514370509e-06
BLOCK 4029,1.6391759968854983e-06
BLOCK 4030,1.4055962490312547e-06
BLOCK 4031,2.0860060172202944e-06
BLOCK 4032,1.504156958377644e-06
BLOCK 4033,2.288225574187058e-06
BLOCK 5000,5.002351592362154e-07
BLOCK 5001,4.598888968679807e-07
BLOCK 5002,4.5491297522630357e-07
BLOCK 5003,4.5010312202036806e-07
BLOCK 5004,4.01433988289644e-07
BLOCK 5005,1.4270810294260043e-07
BLOCK 5006,2.5326825571881828e-08
BLOCK 5007,2.082610563798116e-08
BLOCK 5008,1.1689172675838842e-08
BLOCK 5009,5.886423874480327e-09
BLOCK 5010,2.4329319254221413e-09
BLOCK 5011,2.072737642587199e-09
BLOCK 5012,2.6123572994988706e-09
BLOCK 5013,6.435214584803163e-10
BLOCK 5014,1.5602479522595295e-09
BLOCK 5015,7.178968349443347e-09
BLOCK 5016,8.333443661115648e-11
BLOCK 5017,4.650578144073092e-09
BLOCK 5018,1.12538172904803e-08
BLOCK 5019,4.745954894000185e-09
BLOCK 5020,6.006194670514518e-13
BLOCK 5021,1.4116153763244126e-12
BLOCK 5022,6.0758662581565186e-15
BLOCK 5023,2.9730170380156067e-13
BLOCK 5024,7.441414399238731e-11
BLOCK 5025,1.1210183808221489e-08
BLOCK 5026,9.07059994210716e-12
BLOCK 5027,1.9976713889014112e-07
BLOCK 5028,5.506636491700777e-06
BLOCK 5029,1.300386062012338e-08
BLOCK 5032,6.686316394614533e-17
BLOCK 5033,4.408823322717335e-15
BLOCK 5034,5.1170133727473585e-08
BLOCK 5035,2.9668490164097327e-09
BLOCK 2063,3.359244621872378e-06
BLOCK 4034,1.7628257649079678e-06
BLOCK 4035,1.4729206966055026e-06
BLOCK 4036,1.5254596869584624e-06
BLOCK 4037,1.3336046401377616e-06
BLOCK 4038,8.041685367389489e-07
BLOCK 4039,6.114895193222866e-07
BLOCK 4040,4.6698860597628387e-07
BLOCK 4041,1.6032544795914671e-06
BLOCK 4042,1.0416196326574153e-06
BLOCK 4043,1.7249826345496491e-06
BLOCK 4044,2.1956406604517073e-06
BLOCK 4045,2.5807176251307798e-06
BLOCK 4046,2.3339293570731967e-06
BLOCK 4048,2.152083527388206e-06
BLOCK 4049,2.352756633584151e-06
BLOCK 4050,2.206013374775e-06
BLOCK 4051,2.97786588243756e-06
BLOCK 4052,2.735036399820324e-06
BLOCK 4053,2.636487675013119e-06
BLOCK 4054,2.473346123831562e-06
BLOCK 4055,2.4773182251606774e-06
BLOCK 4056,2.553053349437587e-06
BLOCK 4058,2.690466559767262e-06
BLOCK 4059,2.645079530501542e-06
BLOCK 4061,1.920699827282631e-06
BLOCK 4062,2.0554097071442662e-06
BLOCK 2035,5.87367721620965e-06
BLOCK 2037,6.989043810256824e-06
BLOCK 2038,9.011557884360157e-06
BLOCK 2040,2.6218971770575983e-06
BLOCK 2041,3.992064907302258e-06
BLOCK 2042,3.404287274907672e-06
BLOCK 2043,2.684450404607179e-06
BLOCK 2044,2.631634752657801e-06
BLOCK 1045,9.926945033319845e-07
BLOCK 1047,3.975717211331629e-07
BLOCK 1041,8.512367079416996e-07
BLOCK 1042,6.293607411675577e-07
BLOCK 1043,1.107827489821991e-06
BLOCK 1044,1.3898189788167403e-06
BLOCK 1046,1.5243511916389958e-06
BLOCK 2033,5.719811007734877e-06
BLOCK 2045,2.2537207398274513e-06
BLOCK 2046,2.0876854558870855e-06
BLOCK 2047,2.2868685723347085e-06
BLOCK 2048,2.4517081668889835e-06
BLOCK 2049,2.3409521446576933e-06
BLOCK 2050,2.2338884875051456e-06
BLOCK 2052,2.8272498845868205e-06
BLOCK 2062,2.1816839301562125e-06
BLOCK 2031,3.7928829516692e-06
BLOCK 2032,3.4437052099175547e-06
BLOCK 2034,4.9359717346560245e-06
BLOCK 2036,9.801347733746779e-06
BLOCK 2039,4.335179594663142e-06
BLOCK 2053,2.609227019748413e-06
BLOCK 2057,5.032814119292607e-07
BLOCK 2058,2.029738817372743e-06
BLOCK 2065,5.761158248664702e-06
BLOCK 2066,5.1795371365842166e-06
BLOCK 2067,4.080110017746119e-06
BLOCK 4063,2.222240648462893e-06
BLOCK 4064,2.5705243538602106e-06
BLOCK 4065,4.610751211587932e-07
