,PM10 Cumulative Hazard Index PAC1
BLOCK 4019,2.476362947230351e-23
BLOCK 4020,1.4347876360030808e-24
BLOCK 4021,1.2016144665969984e-24
BLOCK 4022,8.08060750412067e-169
BLOCK 4023,2.508267323078676e-22
BLOCK 4024,1.7615479315700739e-22
BLOCK 4025,6.175680701848694e-23
BLOCK 4026,1.7791877862942426e-23
BLOCK 4027,4.3992626009825965e-24
BLOCK 4028,8.108030727140948e-24
BLOCK 4029,7.897344682905251e-24
BLOCK 4030,5.506737569338694e-23
BLOCK 4031,2.577704131483686e-25
BLOCK 4032,6.025092859591917e-25
BLOCK 4033,6.933755703780589e-26
BLOCK 5000,1.4724260344902494e-65
BLOCK 5001,9.19332027588574e-62
BLOCK 5002,3.2008057687108936e-58
BLOCK 5003,2.4644158262038517e-55
BLOCK 5004,4.1319133377659963e-51
BLOCK 5005,5.8309733133524046e-58
BLOCK 5006,3.5325225482915786e-57
BLOCK 5007,2.2388175143407744e-70
BLOCK 5008,7.071730417329962e-71
BLOCK 5009,1.23518732314775e-66
BLOCK 5010,5.7105951467969693e-64
BLOCK 5011,2.9920610822346474e-60
BLOCK 5012,1.5638725271073113e-56
BLOCK 5013,7.760865960030216e-58
BLOCK 5014,1.4283535278712985e-76
BLOCK 5015,3.834227981265491e-73
BLOCK 5016,1.8102326094662397e-57
BLOCK 5017,5.258122557714555e-69
BLOCK 5018,5.834177851120246e-73
BLOCK 5019,8.229897837170575e-68
BLOCK 5020,4.463505367393791e-50
BLOCK 5021,1.3163890732301916e-42
BLOCK 5022,3.328735792924186e-57
BLOCK 5023,3.8617441314545507e-57
BLOCK 5024,4.084113913950173e-69
BLOCK 5025,6.882745704826082e-103
BLOCK 5026,2.3705106584504435e-54
BLOCK 5027,2.26527744718143e-36
BLOCK 5028,4.69995848187355e-36
BLOCK 5029,3.6477547805371533e-50
BLOCK 5032,1.673286437807617e-62
BLOCK 5033,9.215989376591057e-43
BLOCK 5034,6.810529830694946e-33
BLOCK 5035,5.0727641395258e-73
BLOCK 2063,3.8466340808506994e-20
BLOCK 4034,1.4726617655525637e-25
BLOCK 4035,1.0767678297157565e-24
BLOCK 4036,1.2945997493029496e-24
BLOCK 4037,3.170592410027266e-24
BLOCK 4038,4.549920512248668e-24
BLOCK 4039,4.0137457416772533e-23
BLOCK 4040,6.521518293917922e-23
BLOCK 4041,8.966839154556571e-26
BLOCK 4042,3.479742412547648e-25
BLOCK 4043,1.5102154627473584e-26
BLOCK 4044,1.8727090548327343e-26
BLOCK 4045,5.2935874368125486e-27
BLOCK 4046,4.259297300442894e-26
BLOCK 4048,8.434536278576641e-27
BLOCK 4049,3.558781543761786e-27
BLOCK 4050,1.2504237313390186e-27
BLOCK 4051,4.499973109324009e-28
BLOCK 4052,2.5456569014049364e-27
BLOCK 4053,4.901978858626591e-27
BLOCK 4054,1.2229860821912133e-26
BLOCK 4055,9.920671449429569e-27
BLOCK 4056,8.126159623862653e-28
BLOCK 4058,2.0384025678872495e-27
BLOCK 4059,3.014015305255767e-27
BLOCK 4061,1.843502733855481e-27
BLOCK 4062,1.939380515688834e-27
BLOCK 2035,1.5553465230577176e-18
BLOCK 2037,6.995916242405272e-19
BLOCK 2038,4.2032817885281086e-19
BLOCK 2040,2.6259110844935142e-20
BLOCK 2041,7.668259480731653e-18
BLOCK 2042,7.733403707196805e-18
BLOCK 2043,6.995992716223354e-18
BLOCK 2044,7.119388106611265e-18
BLOCK 1045,2.998559958352057e-18
BLOCK 1047,3.8615779959003803e-19
BLOCK 1041,4.301071115463713e-20
BLOCK 1042,7.277572873737619e-19
BLOCK 1043,1.7719157556966256e-18
BLOCK 1044,3.9684902503740224e-18
BLOCK 1046,4.416803321332674e-18
BLOCK 2033,4.277156596395652e-18
BLOCK 2045,5.987433907643202e-18
BLOCK 2046,5.6899221890231925e-18
BLOCK 2047,6.2912191498574125e-18
BLOCK 2048,6.8560393272811045e-18
BLOCK 2049,6.687641381498658e-18
BLOCK 2050,6.524477230800746e-18
BLOCK 2052,7.678177583497903e-18
BLOCK 2062,2.6188057746855424e-19
BLOCK 2031,5.345071565913635e-23
BLOCK 2032,1.7211336124408314e-22
BLOCK 2034,6.881016289628334e-19
BLOCK 2036,9.865451978680003e-19
BLOCK 2039,1.499657226063758e-18
BLOCK 2053,7.326058210438891e-18
BLOCK 2057,2.3425618487755595e-23
BLOCK 2058,2.296841563425044e-23
BLOCK 2065,5.462304925554912e-18
BLOCK 2066,5.381353397414678e-18
BLOCK 2067,2.249367019731821e-19
BLOCK 4063,1.1375653263079404e-27
BLOCK 4064,3.886532182550869e-28
BLOCK 4065,7.303698604966324e-23
